,name,wikipedia_name,lat,lon,page,wiktor_key,toponym,old_coord,new_coord,mlg_key,geocoded_coordinates_list,median_error_distance
6345,,,,,,,"FIXED for  Dublin, Pennsylvania "," 40.37177 , -75.20156 "," 40.37177 , -75.20156","FIXED for  Dublin, Pennsylvania 40.37177,-75.20156",[],
6346,,,,,,,"FIXED for  Dublin, Texas "," 32.086666666667 , -98.3425 "," 32.086666666667 , -98.3425","FIXED for  Dublin, Texas 32.086666666667,-98.3425",[],
6347,,,,,,,"FIXED for  Dublin, Virginia "," 37.1031 , -80.6847 "," 37.1031 , -80.6847","FIXED for  Dublin, Virginia 37.1031,-80.6847",[],
6348,,,,,,,"FIXED for  Dubrava, Zagreb "," 45.82611111 , 16.05111111 "," 45.82611111 , 16.05111111","FIXED for  Dubrava, Zagreb 45.82611111,16.05111111",[],
6349,,,,,,,"FIXED for  Duma, Nablus "," 32.0575 , 35.367222222222 "," 32.0575 , 35.367222222222","FIXED for  Duma, Nablus 32.0575,35.367222222222",[],
6350,,,,,,,"FIXED for  Dumbo, Brooklyn "," 40.703055555556 , -73.989444444444 "," 40.703055555556 , -73.989444444444","FIXED for  Dumbo, Brooklyn 40.703055555556,-73.989444444444",[],
6351,,,,,,,"FIXED for  Duncan, Arizona "," 32.72146 , -109.10534 "," 32.72146 , -109.10534","FIXED for  Duncan, Arizona 32.72146,-109.10534",[],
6352,,,,,,,"FIXED for  Duncan, Colorado "," 37.8742 , -105.614 "," 37.8742 , -105.614","FIXED for  Duncan, Colorado 37.8742,-105.614",[],
6353,,,,,,,"FIXED for  Duncan, Nebraska "," 41.39 , -97.495277777778 "," 41.39 , -97.495277777778","FIXED for  Duncan, Nebraska 41.39,-97.495277777778",[],
6354,,,,,,,"FIXED for  Duncan, Oklahoma "," 34.516666666667 , -97.949444444444 "," 34.516666666667 , -97.949444444444","FIXED for  Duncan, Oklahoma 34.516666666667,-97.949444444444",[],
6355,,,,,,,"FIXED for  Duncan, South Carolina "," 34.9379 , -82.14511 "," 34.9379 , -82.14511","FIXED for  Duncan, South Carolina 34.9379,-82.14511",[],
6356,,,,,,,FIXED for  Dundee ," 56.464 , -2.97 "," 56.464 , -2.97","FIXED for  Dundee 56.464,-2.97",[],
6357,,,,,,,"FIXED for  Dundee, Florida "," 28.020833333333 , -81.620833333333 "," 28.020833333333 , -81.620833333333","FIXED for  Dundee, Florida 28.020833333333,-81.620833333333",[],
6358,,,,,,,"FIXED for  Dundee, Minnesota "," 43.846944444444 , -95.466944444444 "," 43.846944444444 , -95.466944444444","FIXED for  Dundee, Minnesota 43.846944444444,-95.466944444444",[],
6359,,,,,,,"FIXED for  Dundee, Mississippi "," 34.5242 , -90.4556 "," 34.5242 , -90.4556","FIXED for  Dundee, Mississippi 34.5242,-90.4556",[],
6360,,,,,,,"FIXED for  Dundee, New South Wales "," -29.55 , 151.85 "," -29.55 , 151.85","FIXED for  Dundee, New South Wales -29.55,151.85",[],
6361,,,,,,,"FIXED for  Dundee, New York "," 42.5244 , -76.9747 "," 42.5244 , -76.9747","FIXED for  Dundee, New York 42.5244,-76.9747",[],
6362,,,,,,,"FIXED for  Dundee, Oregon "," 45.276666666667 , -123.01166666667 "," 45.276666666667 , -123.01166666667","FIXED for  Dundee, Oregon 45.276666666667,-123.01166666667",[],
6363,,,,,,,"FIXED for  Dundee, Quebec "," 45.016666666667 , -74.483333333333 "," 45.016666666667 , -74.483333333333","FIXED for  Dundee, Quebec 45.016666666667,-74.483333333333",[],
6364,,,,,,,"FIXED for  Dungu, Democratic Republic of the Congo "," 3.6166666666667 , 28.566666666667 "," 3.6166666666667 , 28.566666666667","FIXED for  Dungu, Democratic Republic of the Congo 3.6166666666667,28.566666666667",[],
6365,,,,,,,FIXED for  Dunkeld ," 56.558333333333 , -3.5833333333333 "," 56.558333333333 , -3.5833333333333","FIXED for  Dunkeld 56.558333333333,-3.5833333333333",[],
6366,,,,,,,"FIXED for  Dunkeld, Victoria "," -37.65 , 142.35 "," -37.65 , 142.35","FIXED for  Dunkeld, Victoria -37.65,142.35",[],
6367,,,,,,,"FIXED for  Dura, Hebron "," 31.506791666667 , 35.027716666667 "," 31.506791666667 , 35.027716666667","FIXED for  Dura, Hebron 31.506791666667,35.027716666667",[],
6368,,,,,,,FIXED for  Durango ," 24.934722222222 , -104.91194444444 "," 24.934722222222 , -104.91194444444","FIXED for  Durango 24.934722222222,-104.91194444444",[],
6369,,,,,,,FIXED for  Durazno ," -33.383333333333 , -56.516666666667 "," -33.383333333333 , -56.516666666667","FIXED for  Durazno -33.383333333333,-56.516666666667",[],
6370,,,,,,,"FIXED for  Durham, California "," 39.64 , -121.79777777778 "," 39.64 , -121.79777777778","FIXED for  Durham, California 39.64,-121.79777777778",[],
6371,,,,,,,"FIXED for  Durham, Connecticut "," 41.48176 , -72.68121 "," 41.48176 , -72.68121","FIXED for  Durham, Connecticut 41.48176,-72.68121",[],
6372,,,,,,,"FIXED for  Durham, Kansas "," 38.4844 , -97.2272 "," 38.4844 , -97.2272","FIXED for  Durham, Kansas 38.4844,-97.2272",[],
6373,,,,,,,"FIXED for  Durham, Maine "," 43.9725 , -70.123055555556 "," 43.9725 , -70.123055555556","FIXED for  Durham, Maine 43.9725,-70.123055555556",[],
6374,,,,,,,"FIXED for  Durham, New Hampshire "," 43.13397 , -70.92645 "," 43.13397 , -70.92645","FIXED for  Durham, New Hampshire 43.13397,-70.92645",[],
6375,,,,,,,"FIXED for  Durham, New York "," 42.383333333333 , -74.15 "," 42.383333333333 , -74.15","FIXED for  Durham, New York 42.383333333333,-74.15",[],
6376,,,,,,,"FIXED for  Durham, North Carolina "," 35.9875 , -78.907222 "," 35.9875 , -78.907222","FIXED for  Durham, North Carolina 35.9875,-78.907222",[],
6377,,,,,,,"FIXED for  Durham, Ontario "," 44.1833 , -80.8167 "," 44.1833 , -80.8167","FIXED for  Durham, Ontario 44.1833,-80.8167",[],
6378,,,,,,,"FIXED for  Durham, Oregon "," 45.394444444444 , -122.75861111111 "," 45.394444444444 , -122.75861111111","FIXED for  Durham, Oregon 45.394444444444,-122.75861111111",[],
6379,,,,,,,"FIXED for  Eastern Province, Sri Lanka "," 8.571111 , 81.237222 "," 8.571111 , 81.237222","FIXED for  Eastern Province, Sri Lanka 8.571111,81.237222",[],
6380,,,,,,,"FIXED for  Eastern Province, Zambia "," -13.0 , 32.25 "," -13.0 , 32.25","FIXED for  Eastern Province, Zambia -13.0,32.25",[],
6381,,,,,,,"FIXED for  Easton, Adams County, Wisconsin "," 43.838055555556 , -89.806666666667 "," 43.838055555556 , -89.806666666667","FIXED for  Easton, Adams County, Wisconsin 43.838055555556,-89.806666666667",[],
6382,,,,,,,"FIXED for  Easton, California "," 36.650277777778 , -119.79083333333 "," 36.650277777778 , -119.79083333333","FIXED for  Easton, California 36.650277777778,-119.79083333333",[],
6383,,,,,,,"FIXED for  Easton, Cambridgeshire "," 52.3299 , -0.3358 "," 52.3299 , -0.3358","FIXED for  Easton, Cambridgeshire 52.3299,-0.3358",[],
6384,,,,,,,"FIXED for  Easton, Connecticut "," 41.265833333333 , -73.300833333333 "," 41.265833333333 , -73.300833333333","FIXED for  Easton, Connecticut 41.265833333333,-73.300833333333",[],
6385,,,,,,,"FIXED for  Easton, Dorset "," 50.5453 , -2.43635 "," 50.5453 , -2.43635","FIXED for  Easton, Dorset 50.5453,-2.43635",[],
6386,,,,,,,"FIXED for  Easton, Hampshire "," 51.085758333333 , -1.2701 "," 51.085758333333 , -1.2701","FIXED for  Easton, Hampshire 51.085758333333,-1.2701",[],
6387,,,,,,,"FIXED for  Easton, Lincolnshire "," 52.82331 , -0.61765 "," 52.82331 , -0.61765","FIXED for  Easton, Lincolnshire 52.82331,-0.61765",[],
6388,,,,,,,"FIXED for  Easton, Maine "," 46.641111111111 , -67.909444444444 "," 46.641111111111 , -67.909444444444","FIXED for  Easton, Maine 46.641111111111,-67.909444444444",[],
6389,,,,,,,"FIXED for  Easton, Maryland "," 38.771666666667 , -76.070555555556 "," 38.771666666667 , -76.070555555556","FIXED for  Easton, Maryland 38.771666666667,-76.070555555556",[],
6390,,,,,,,"FIXED for  Easton, Massachusetts "," 42.02454 , -71.12866 "," 42.02454 , -71.12866","FIXED for  Easton, Massachusetts 42.02454,-71.12866",[],
6391,,,,,,,"FIXED for  Easton, Missouri "," 39.7228 , -94.6397 "," 39.7228 , -94.6397","FIXED for  Easton, Missouri 39.7228,-94.6397",[],
6392,,,,,,,"FIXED for  Easton, New York "," 43.030277777778 , -73.537222222222 "," 43.030277777778 , -73.537222222222","FIXED for  Easton, New York 43.030277777778,-73.537222222222",[],
6393,,,,,,,"FIXED for  Easton, Norfolk "," 52.653 , 1.156 "," 52.653 , 1.156","FIXED for  Easton, Norfolk 52.653,1.156",[],
6394,,,,,,,"FIXED for  Easton, Pennsylvania "," 40.688333333333 , -75.216388888889 "," 40.688333333333 , -75.216388888889","FIXED for  Easton, Pennsylvania 40.688333333333,-75.216388888889",[],
6395,,,,,,,"FIXED for  Easton, Suffolk "," 52.179 , 1.337 "," 52.179 , 1.337","FIXED for  Easton, Suffolk 52.179,1.337",[],
6396,,,,,,,"FIXED for  Eden, County Antrim "," 54.729 , -5.77451 "," 54.729 , -5.77451","FIXED for  Eden, County Antrim 54.729,-5.77451",[],
6397,,,,,,,"FIXED for  Eden, New South Wales "," -37.0667 , 149.9 "," -37.0667 , 149.9","FIXED for  Eden, New South Wales -37.0667,149.9",[],
6398,,,,,,,"FIXED for  Eden, New York "," 42.65228 , -78.89698 "," 42.65228 , -78.89698","FIXED for  Eden, New York 42.65228,-78.89698",[],
6399,,,,,,,"FIXED for  Eden, North Carolina "," 36.5064 , -79.745 "," 36.5064 , -79.745","FIXED for  Eden, North Carolina 36.5064,-79.745",[],
6400,,,,,,,"FIXED for  Eden, Texas "," 31.2175 , -99.8433 "," 31.2175 , -99.8433","FIXED for  Eden, Texas 31.2175,-99.8433",[],
6401,,,,,,,"FIXED for  Eden, Vermont "," 44.7145498 , -72.5397098 "," 44.7145498 , -72.5397098","FIXED for  Eden, Vermont 44.7145498,-72.5397098",[],
6402,,,,,,,"FIXED for  Ede, Osun "," 7.73333333 , 4.43333333 "," 7.73333333 , 4.43333333","FIXED for  Ede, Osun 7.73333333,4.43333333",[],
6403,,,,,,,FIXED for  Edinburgh ," 55.95 , -3.1988888888889 "," 55.95 , -3.1988888888889","FIXED for  Edinburgh 55.95,-3.1988888888889",[],
6404,,,,,,,"FIXED for  Edinburgh, Indiana "," 39.3528 , -85.9675 "," 39.3528 , -85.9675","FIXED for  Edinburgh, Indiana 39.3528,-85.9675",[],
6405,,,,,,,"FIXED for  Edinburg, New York "," 43.221666666667 , -74.103888888889 "," 43.221666666667 , -74.103888888889","FIXED for  Edinburg, New York 43.221666666667,-74.103888888889",[],
6406,,,,,,,"FIXED for  Edinburg, North Dakota "," 48.495277777778 , -97.864166666667 "," 48.495277777778 , -97.864166666667","FIXED for  Edinburg, North Dakota 48.495277777778,-97.864166666667",[],
6407,,,,,,,"FIXED for  Edinburg, Texas "," 26.3042 , -98.1639 "," 26.3042 , -98.1639","FIXED for  Edinburg, Texas 26.3042,-98.1639",[],
6408,,,,,,,"FIXED for  Edison, New Jersey "," 40.5274 , -74.3933 "," 40.5274 , -74.3933","FIXED for  Edison, New Jersey 40.5274,-74.3933",[],
6409,,,,,,,"FIXED for  Edison, Washington "," 48.5625 , -122.436 "," 48.5625 , -122.436","FIXED for  Edison, Washington 48.5625,-122.436",[],
6410,,,,,,,FIXED for  Edo ," 35.6894 , 139.692 "," 35.6894 , 139.692","FIXED for  Edo 35.6894,139.692",[],
6411,,,,,,,FIXED for  El Alto ," -16.5 , -68.2 "," -16.5 , -68.2","FIXED for  El Alto -16.5,-68.2",[],
6412,,,,,,,"FIXED for  El Bosque, Chiapas "," 17.06667 , -92.71667 "," 17.06667 , -92.71667","FIXED for  El Bosque, Chiapas 17.06667,-92.71667",[],
6413,,,,,,,"FIXED for  El Cajon, California "," 32.798333333333 , -116.96 "," 32.798333333333 , -116.96","FIXED for  El Cajon, California 32.798333333333,-116.96",[],
6414,,,,,,,"FIXED for  El Carrizal, El Salvador "," 14.1667 , -88.8667 "," 14.1667 , -88.8667","FIXED for  El Carrizal, El Salvador 14.1667,-88.8667",[],
6415,,,,,,,"FIXED for  El Centro, California "," 32.792 , -115.5630514 "," 32.792 , -115.5630514","FIXED for  El Centro, California 32.792,-115.5630514",[],
6416,,,,,,,"FIXED for  El Cerrito, California "," 37.915833333333 , -122.31166666667 "," 37.915833333333 , -122.31166666667","FIXED for  El Cerrito, California 37.915833333333,-122.31166666667",[],
6417,,,,,,,"FIXED for  El Cerrito, Valle del Cauca "," 3.6838888888889 , -76.311111111111 "," 3.6838888888889 , -76.311111111111","FIXED for  El Cerrito, Valle del Cauca 3.6838888888889,-76.311111111111",[],
6418,,,,,,,FIXED for  Elderslie ," 55.8306 , -4.48421 "," 55.8306 , -4.48421","FIXED for  Elderslie 55.8306,-4.48421",[],
6419,,,,,,,"FIXED for  Elderslie, New South Wales "," -34.0546 , 150.712 "," -34.0546 , 150.712","FIXED for  Elderslie, New South Wales -34.0546,150.712",[],
6420,,,,,,,"FIXED for  El Dorado, Arkansas "," 33.213611111111 , -92.6625 "," 33.213611111111 , -92.6625","FIXED for  El Dorado, Arkansas 33.213611111111,-92.6625",[],
6421,,,,,,,"FIXED for  El Dorado, California "," 38.68277778 , -120.84777778 "," 38.68277778 , -120.84777778","FIXED for  El Dorado, California 38.68277778,-120.84777778",[],
6422,,,,,,,"FIXED for  Eldorado, Illinois "," 37.8142 , -88.4408 "," 37.8142 , -88.4408","FIXED for  Eldorado, Illinois 37.8142,-88.4408",[],
6423,,,,,,,"FIXED for  El Dorado, Kansas "," 37.8211 , -96.8583 "," 37.8211 , -96.8583","FIXED for  El Dorado, Kansas 37.8211,-96.8583",[],
6424,,,,,,,"FIXED for  Eldorado, Texas "," 30.8608 , -100.598 "," 30.8608 , -100.598","FIXED for  Eldorado, Texas 30.8608,-100.598",[],
6425,,,,,,,"FIXED for  El Espinal, Tolima "," 4.1486111111111 , -74.881944444444 "," 4.1486111111111 , -74.881944444444","FIXED for  El Espinal, Tolima 4.1486111111111,-74.881944444444",[],
6426,,,,,,,"FIXED for  Elgin, Arizona "," 31.6292 , -110.572 "," 31.6292 , -110.572","FIXED for  Elgin, Arizona 31.6292,-110.572",[],
6427,,,,,,,"FIXED for  Elgin, Illinois "," 42.039444444444 , -88.288611111111 "," 42.039444444444 , -88.288611111111","FIXED for  Elgin, Illinois 42.039444444444,-88.288611111111",[],
6428,,,,,,,"FIXED for  Elgin, Kershaw County, South Carolina "," 34.17098 , -80.79425 "," 34.17098 , -80.79425","FIXED for  Elgin, Kershaw County, South Carolina 34.17098,-80.79425",[],
6429,,,,,,,"FIXED for  Elgin, Moray "," 57.646388888889 , -3.3152777777778 "," 57.646388888889 , -3.3152777777778","FIXED for  Elgin, Moray 57.646388888889,-3.3152777777778",[],
6430,,,,,,,"FIXED for  Elgin, Oregon "," 45.565555555556 , -117.92111111111 "," 45.565555555556 , -117.92111111111","FIXED for  Elgin, Oregon 45.565555555556,-117.92111111111",[],
6431,,,,,,,"FIXED for  Elgin, Texas "," 30.348611111111 , -97.3725 "," 30.348611111111 , -97.3725","FIXED for  Elgin, Texas 30.348611111111,-97.3725",[],
6432,,,,,,,"FIXED for  Elim, Alaska "," 64.6175 , -162.25667 "," 64.6175 , -162.25667","FIXED for  Elim, Alaska 64.6175,-162.25667",[],
6433,,,,,,,"FIXED for  Eli, Nebraska "," 42.9436 , -101.491 "," 42.9436 , -101.491","FIXED for  Eli, Nebraska 42.9436,-101.491",[],
6434,,,,,,,"FIXED for  Elizabeth, Colorado "," 39.36027 , -104.59691 "," 39.36027 , -104.59691","FIXED for  Elizabeth, Colorado 39.36027,-104.59691",[],
6435,,,,,,,"FIXED for  Elizabeth, Georgia "," 33.9762 , -84.5474 "," 33.9762 , -84.5474","FIXED for  Elizabeth, Georgia 33.9762,-84.5474",[],
6436,,,,,,,"FIXED for  Elizabeth, Illinois "," 42.3178 , -90.2214 "," 42.3178 , -90.2214","FIXED for  Elizabeth, Illinois 42.3178,-90.2214",[],
6437,,,,,,,"FIXED for  Elizabeth, Indiana "," 38.12118 , -85.97413 "," 38.12118 , -85.97413","FIXED for  Elizabeth, Indiana 38.12118,-85.97413",[],
6438,,,,,,,"FIXED for  Elizabeth, Louisiana "," 30.86853 , -92.79293 "," 30.86853 , -92.79293","FIXED for  Elizabeth, Louisiana 30.86853,-92.79293",[],
6439,,,,,,,"FIXED for  Elizabeth, New Jersey "," 40.662222222222 , -74.209166666667 "," 40.662222222222 , -74.209166666667","FIXED for  Elizabeth, New Jersey 40.662222222222,-74.209166666667",[],
6440,,,,,,,"FIXED for  Elizabeth, South Australia "," -34.715 , 138.67 "," -34.715 , 138.67","FIXED for  Elizabeth, South Australia -34.715,138.67",[],
6441,,,,,,,"FIXED for  El Monte, California "," 34.073333333333 , -118.0275 "," 34.073333333333 , -118.0275","FIXED for  El Monte, California 34.073333333333,-118.0275",[],
6442,,,,,,,"FIXED for  El Nido, Merced County, California "," 37.135 , -120.49222222222 "," 37.135 , -120.49222222222","FIXED for  El Nido, Merced County, California 37.135,-120.49222222222",[],
6443,,,,,,,"FIXED for  El Nido, Palawan "," 11.195556 , 119.4075 "," 11.195556 , 119.4075","FIXED for  El Nido, Palawan 11.195556,119.4075",[],
6444,,,,,,,"FIXED for  El Paso, Arkansas "," 35.1261 , -92.0956 "," 35.1261 , -92.0956","FIXED for  El Paso, Arkansas 35.1261,-92.0956",[],
6445,,,,,,,"FIXED for  El Paso, Illinois "," 40.7389 , -89.0161 "," 40.7389 , -89.0161","FIXED for  El Paso, Illinois 40.7389,-89.0161",[],
6446,,,,,,,"FIXED for  El Paso, La Palma "," 28.6512932 , -17.8805673 "," 28.6512932 , -17.8805673","FIXED for  El Paso, La Palma 28.6512932,-17.8805673",[],
6447,,,,,,,"FIXED for  El Paso, Texas "," 31.790277777778 , -106.42333333333 "," 31.790277777778 , -106.42333333333","FIXED for  El Paso, Texas 31.790277777778,-106.42333333333",[],
6448,,,,,,,"FIXED for  El Porvenir, Chiapas "," 15.455555555556 , -92.279444444444 "," 15.455555555556 , -92.279444444444","FIXED for  El Porvenir, Chiapas 15.455555555556,-92.279444444444",[],
6449,,,,,,,FIXED for  El Progreso ," 15.4 , -87.8 "," 15.4 , -87.8","FIXED for  El Progreso 15.4,-87.8",[],
6450,,,,,,,"FIXED for  El Rancho, California "," 36.2206 , -119.069 "," 36.2206 , -119.069","FIXED for  El Rancho, California 36.2206,-119.069",[],
6451,,,,,,,FIXED for  El Remolino ," 21.3636 , -103.124 "," 21.3636 , -103.124","FIXED for  El Remolino 21.3636,-103.124",[],
6452,,,,,,,"FIXED for  El Rio, California "," 34.23917 , -119.15861 "," 34.23917 , -119.15861","FIXED for  El Rio, California 34.23917,-119.15861",[],
6453,,,,,,,"FIXED for  El Rosario, La Paz "," 13.5 , -89.033333333333 "," 13.5 , -89.033333333333","FIXED for  El Rosario, La Paz 13.5,-89.033333333333",[],
6454,,,,,,,FIXED for  El Salvador ," 13.668889 , -88.866111 "," 13.668889 , -88.866111","FIXED for  El Salvador 13.668889,-88.866111",[],
6455,,,,,,,"FIXED for  El Salvador, Chile "," -26.25 , -69.61666667 "," -26.25 , -69.61666667","FIXED for  El Salvador, Chile -26.25,-69.61666667",[],
6456,,,,,,,"FIXED for  El Salvador, Misamis Oriental "," 8.5666666666667 , 124.51666666667 "," 8.5666666666667 , 124.51666666667","FIXED for  El Salvador, Misamis Oriental 8.5666666666667,124.51666666667",[],
6457,,,,,,,FIXED for  Eltham ," 51.451477777778 , 0.051772222222222 "," 51.451477777778 , 0.051772222222222","FIXED for  Eltham 51.451477777778,0.051772222222222",[],
6458,,,,,,,"FIXED for  Eltham, Victoria "," -37.715 , 145.158 "," -37.715 , 145.158","FIXED for  Eltham, Victoria -37.715,145.158",[],
6459,,,,,,,FIXED for  El Tigre ," 8.88583333 , -64.26111111 "," 8.88583333 , -64.26111111","FIXED for  El Tigre 8.88583333,-64.26111111",[],
6460,,,,,,,FIXED for  El Vallecito ," 32.51666667 , -116.24805556 "," 32.51666667 , -116.24805556","FIXED for  El Vallecito 32.51666667,-116.24805556",[],
6461,,,,,,,"FIXED for  Ely, Cambridgeshire "," 52.398055555556 , 0.26222222222222 "," 52.398055555556 , 0.26222222222222","FIXED for  Ely, Cambridgeshire 52.398055555556,0.26222222222222",[],
6462,,,,,,,"FIXED for  Ely, Cardiff "," 51.4792 , -3.24972 "," 51.4792 , -3.24972","FIXED for  Ely, Cardiff 51.4792,-3.24972",[],
6463,,,,,,,"FIXED for  Ely, Minnesota "," 47.902222222222 , -91.855833333333 "," 47.902222222222 , -91.855833333333","FIXED for  Ely, Minnesota 47.902222222222,-91.855833333333",[],
6464,,,,,,,"FIXED for  Ely, Nevada "," 39.253333333333 , -114.87722222222 "," 39.253333333333 , -114.87722222222","FIXED for  Ely, Nevada 39.253333333333,-114.87722222222",[],
6465,,,,,,,FIXED for  El Zapotal ," 21.61111111 , -98.38666667 "," 21.61111111 , -98.38666667","FIXED for  El Zapotal 21.61111111,-98.38666667",[],
6466,,,,,,,"FIXED for  Embu, Kenya "," -0.53112 , 37.45061 "," -0.53112 , 37.45061","FIXED for  Embu, Kenya -0.53112,37.45061",[],
6467,,,,,,,"FIXED for  Emiliano Zapata, Jalisco "," 19.383055555556 , -104.96583333333 "," 19.383055555556 , -104.96583333333","FIXED for  Emiliano Zapata, Jalisco 19.383055555556,-104.96583333333",[],
6468,,,,,,,"FIXED for  Empalme, Sonora "," 27.9634 , -110.80911 "," 27.9634 , -110.80911","FIXED for  Empalme, Sonora 27.9634,-110.80911",[],
6469,,,,,,,"FIXED for  Ensenada, Baja California "," 31.857777777778 , -116.60583333333 "," 31.857777777778 , -116.60583333333","FIXED for  Ensenada, Baja California 31.857777777778,-116.60583333333",[],
6470,,,,,,,FIXED for  Entroncamento ," 39.466666666667 , -8.4666666666667 "," 39.466666666667 , -8.4666666666667","FIXED for  Entroncamento 39.466666666667,-8.4666666666667",[],
6471,,,,,,,"FIXED for  Escalante, Negros Occidental "," 10.833333333333 , 123.5 "," 10.833333333333 , 123.5","FIXED for  Escalante, Negros Occidental 10.833333333333,123.5",[],
6472,,,,,,,"FIXED for  Escalante, Utah "," 37.769444444444 , -111.60138888889 "," 37.769444444444 , -111.60138888889","FIXED for  Escalante, Utah 37.769444444444,-111.60138888889",[],
6473,,,,,,,"FIXED for  Escobar, Paraguay "," -26.016666666667 , -57.05 "," -26.016666666667 , -57.05","FIXED for  Escobar, Paraguay -26.016666666667,-57.05",[],
6474,,,,,,,"FIXED for  Escondido, California "," 33.124722 , -117.080833 "," 33.124722 , -117.080833","FIXED for  Escondido, California 33.124722,-117.080833",[],
6475,,,,,,,"FIXED for  Esperance, Washington "," 47.795 , -122.348 "," 47.795 , -122.348","FIXED for  Esperance, Washington 47.795,-122.348",[],
6476,,,,,,,"FIXED for  Esperance, Western Australia "," -33.861111111111 , 121.89194444444 "," -33.861111111111 , 121.89194444444","FIXED for  Esperance, Western Australia -33.861111111111,121.89194444444",[],
6477,,,,,,,"FIXED for  Esperanza, Agusan del Sur "," 8.676 , 125.6454 "," 8.676 , 125.6454","FIXED for  Esperanza, Agusan del Sur 8.676,125.6454",[],
6478,,,,,,,"FIXED for  Esperanza, Masbate "," 11.733333333333 , 124.05 "," 11.733333333333 , 124.05","FIXED for  Esperanza, Masbate 11.733333333333,124.05",[],
6479,,,,,,,"FIXED for  Esperanza, Sultan Kudarat "," 6.7166666666667 , 124.51666666667 "," 6.7166666666667 , 124.51666666667","FIXED for  Esperanza, Sultan Kudarat 6.7166666666667,124.51666666667",[],
6480,,,,,,,FIXED for  Espiritu Santo ," -15.25 , 166.83333333333 "," -15.25 , 166.83333333333","FIXED for  Espiritu Santo -15.25,166.83333333333",[],
6481,,,,,,,"FIXED for  Estancia, Iloilo "," 11.4551 , 123.152 "," 11.4551 , 123.152","FIXED for  Estancia, Iloilo 11.4551,123.152",[],
6482,,,,,,,FIXED for  Estanzuela ," 14.99789 , -89.570473 "," 14.99789 , -89.570473","FIXED for  Estanzuela 14.99789,-89.570473",[],
6483,,,,,,,"FIXED for  Eureka, California "," 40.801944444444 , -124.16361111111 "," 40.801944444444 , -124.16361111111","FIXED for  Eureka, California 40.801944444444,-124.16361111111",[],
6484,,,,,,,"FIXED for  Eureka, Colorado "," 37.879722222222 , -107.565 "," 37.879722222222 , -107.565","FIXED for  Eureka, Colorado 37.879722222222,-107.565",[],
6485,,,,,,,"FIXED for  Eureka, Illinois "," 40.7156 , -89.2753 "," 40.7156 , -89.2753","FIXED for  Eureka, Illinois 40.7156,-89.2753",[],
6486,,,,,,,"FIXED for  Eureka, Kansas "," 37.8228 , -96.2894 "," 37.8228 , -96.2894","FIXED for  Eureka, Kansas 37.8228,-96.2894",[],
6487,,,,,,,"FIXED for  Eureka, Missouri "," 38.502736 , -90.645075 "," 38.502736 , -90.645075","FIXED for  Eureka, Missouri 38.502736,-90.645075",[],
6488,,,,,,,"FIXED for  Eureka, Montana "," 48.880277777778 , -115.04944444444 "," 48.880277777778 , -115.04944444444","FIXED for  Eureka, Montana 48.880277777778,-115.04944444444",[],
6489,,,,,,,"FIXED for  Eureka, Nevada "," 39.5117 , -115.962 "," 39.5117 , -115.962","FIXED for  Eureka, Nevada 39.5117,-115.962",[],
6490,,,,,,,"FIXED for  Eureka, North Carolina "," 35.54266 , -77.87637 "," 35.54266 , -77.87637","FIXED for  Eureka, North Carolina 35.54266,-77.87637",[],
6491,,,,,,,"FIXED for  Eureka, Nunavut "," 79.983333 , -85.816667 "," 79.983333 , -85.816667","FIXED for  Eureka, Nunavut 79.983333,-85.816667",[],
6492,,,,,,,"FIXED for  Eureka, Utah "," 39.955 , -112.116 "," 39.955 , -112.116","FIXED for  Eureka, Utah 39.955,-112.116",[],
6493,,,,,,,"FIXED for  Eureka, Victoria "," -37.5648 , 143.8822 "," -37.5648 , 143.8822","FIXED for  Eureka, Victoria -37.5648,143.8822",[],
6494,,,,,,,"FIXED for  Eureka, Winnebago County, Wisconsin "," 44.00443 , -88.84178 "," 44.00443 , -88.84178","FIXED for  Eureka, Winnebago County, Wisconsin 44.00443,-88.84178",[],
6495,,,,,,,FIXED for  Exeter ," 50.721538888889 , -3.5331083333333 "," 50.721538888889 , -3.5331083333333","FIXED for  Exeter 50.721538888889,-3.5331083333333",[],
6496,,,,,,,"FIXED for  Exeter, California "," 36.294166666667 , -119.14277777778 "," 36.294166666667 , -119.14277777778","FIXED for  Exeter, California 36.294166666667,-119.14277777778",[],
6497,,,,,,,"FIXED for  Exeter, Nebraska "," 40.6447 , -97.4492 "," 40.6447 , -97.4492","FIXED for  Exeter, Nebraska 40.6447,-97.4492",[],
6498,,,,,,,"FIXED for  Exeter, New York "," 42.784444444444 , -75.088888888889 "," 42.784444444444 , -75.088888888889","FIXED for  Exeter, New York 42.784444444444,-75.088888888889",[],
6499,,,,,,,"FIXED for  Exeter, Ontario "," 43.35 , -81.4833 "," 43.35 , -81.4833","FIXED for  Exeter, Ontario 43.35,-81.4833",[],
6500,,,,,,,"FIXED for  Exeter, Pennsylvania "," 41.32064 , -75.81908 "," 41.32064 , -75.81908","FIXED for  Exeter, Pennsylvania 41.32064,-75.81908",[],
6501,,,,,,,"FIXED for  Exeter, Rhode Island "," 41.563888888889 , -71.605555555556 "," 41.563888888889 , -71.605555555556","FIXED for  Exeter, Rhode Island 41.563888888889,-71.605555555556",[],
