,name,lat,lon,lgl_key,toponym,old_coord,new_coord,mlg_key,geocoded_coordinates_list,median_error_distance
904,Cross City,29.6344,-83.1251,"Cross City 29.6344,-83.1251",Cross City ," 29.6344 , -83.1251 "," 29.63465 , -83.12694","Cross City 29.6344,-83.1251",[],
905,Gilchrist County,29.7086,-82.7915,"Gilchrist County 29.7086,-82.7915",Gilchrist County ," 29.7086 , -82.7915 "," 29.73 , -82.8","Gilchrist County 29.7086,-82.7915",[],
907,Trenton,29.6133,-82.8176,"Trenton 29.6133,-82.8176",Trenton ," 29.6133 , -82.8176 "," 29.615 , -82.817777777778","Trenton 29.6133,-82.8176",[],
908,Williston,29.3875,-82.4468,"Williston 29.3875,-82.4468",Williston ," 29.3875 , -82.4468 "," 29.386944444444 , -82.446666666667","Williston 29.3875,-82.4468",[],
909,Albany,31.5785,-84.1557,"Albany 31.5785,-84.1557",Albany ," 31.5785 , -84.1557 "," 31.582222222222 , -84.165555555556","Albany 31.5785,-84.1557",[],
912,Camden County,30.9502,-81.6665,"Camden County 30.9502,-81.6665",Camden County ," 30.9502 , -81.6665 "," 30.92 , -81.64","Camden County 30.9502,-81.6665",[],
913,Charlton County,30.8336,-82.1332,"Charlton County 30.8336,-82.1332",Charlton County ," 30.8336 , -82.1332 "," 30.78 , -82.14","Charlton County 30.8336,-82.1332","[(30.78172, -82.13769), (30.78172, -82.13769)]",0.2920222324495883
914,Nassau County,30.6461,-81.7915,"Nassau County 30.6461,-81.7915",Nassau County ," 30.6461 , -81.7915 "," 30.61 , -81.77","Nassau County 30.6461,-81.7915",[],
915,Baker County,30.3336,-82.2915,"Baker County 30.3336,-82.2915",Baker County ," 30.3336 , -82.2915 "," 30.32 , -82.27","Baker County 30.3336,-82.2915",[],
916,Ocilla,31.5944,-83.2504,"Ocilla 31.5944,-83.2504",Ocilla ," 31.5944 , -83.2504 "," 31.598611111111 , -83.25","Ocilla 31.5944,-83.2504",[],
917,Fitzgerald,31.7149,-83.2527,"Fitzgerald 31.7149,-83.2527",Fitzgerald ," 31.7149 , -83.2527 "," 31.7156 , -83.2564","Fitzgerald 31.7149,-83.2527","[(31.71491, -83.25265)]",0.36291710651557724
918,Duluth,34.0029,-84.1446,"Duluth 34.0029,-84.1446",Duluth ," 34.0029 , -84.1446 "," 34.003055555556 , -84.145555555556","Duluth 34.0029,-84.1446","[(34.00288, -84.14464)]",0.08662560694537952
919,Harrisburg,40.2737,-76.8844,"Harrisburg 40.2737,-76.8844",Harrisburg ," 40.2737 , -76.8844 "," 40.269722222222 , -76.875555555556","Harrisburg 40.2737,-76.8844","[(40.2737, -76.88442)]",0.8724890959609711
920,Pennsylvania,40.2725,-76.9057,"Pennsylvania 40.2725,-76.9057",Pennsylvania ," 40.2725 , -76.9057 "," 41.0 , -77.5","Pennsylvania 40.2725,-76.9057","[(40.8, -77.7), (40.8, -77.7), (40.8, -77.7), (40.8, -77.7)]",27.877051753797
923,Hartsfield,31.2169,-83.976,"Hartsfield 31.2169,-83.976",Hartsfield ," 31.2169 , -83.976 "," 31.21694444 , -83.97611111","Hartsfield 31.2169,-83.976",[],
927,Moscow,55.7522,37.6156,"Moscow 55.7522,37.6156",Moscow ," 55.7522 , 37.6156 "," 55.755833333333 , 37.617777777778","Moscow 55.7522,37.6156","[(55.75222, 37.61556), (55.75222, 37.61556), (55.75222, 37.61556), (55.75222, 37.61556), (55.75222, 37.61556), (55.75222, 37.61556), (55.75222, 37.61556), (55.75222, 37.61556), (55.75222, 37.61556), (55.75222, 37.61556), (55.75222, 37.61556), (55.75222, 37.61556), (55.75222, 37.61556), (55.75222, 37.61556), (55.75222, 37.61556), (55.75222, 37.61556)]",0.4250765705071794
929,Tbilisi,41.725,44.7908,"Tbilisi 41.725,44.7908",Tbilisi ," 41.725 , 44.7908 "," 41.716666666667 , 44.783333333333","Tbilisi 41.725,44.7908",[],
930,Paris,48.8534,2.3488,"Paris 48.8534,2.3488",Paris ," 48.8534 , 2.3488 "," 48.856577777778 , 2.3518277777778","Paris 48.8534,2.3488","[(48.85341, 2.3488)]",0.4161072220801152
934,Avnevi,42.1917,43.8747,"Avnevi 42.1917,43.8747",Avnevi ," 42.1917 , 43.8747 "," 42.192222222222 , 43.876388888889","Avnevi 42.1917,43.8747","[(42.19264, 43.87778)]",0.12366215602960191
936,Tamarasheni,42.25,43.9667,"Tamarasheni 42.25,43.9667",Tamarasheni ," 42.25 , 43.9667 "," 42.2507 , 43.9625","Tamarasheni 42.25,43.9667","[(42.27043, 43.96041)]",2.2006107707439573
942,Caucasus Mountains,42.5,45,"Caucasus Mountains 42.5,45",Caucasus Mountains ," 42.5 , 45 "," 42.5 , 45.0","Caucasus Mountains 42.5,45",[],
943,Tortola,18.45,-64.6,"Tortola 18.45,-64.6",Tortola ," 18.45 , -64.6 "," 18.416666666667 , -64.583333333333","Tortola 18.45,-64.6","[(27.33333, -101.85)]",3928.6189368850182
944,Bloomfield,41.8265,-72.7301,"Bloomfield 41.8265,-72.7301",Bloomfield ," 41.8265 , -72.7301 "," 41.85 , -72.733333333333","Bloomfield 41.8265,-72.7301",[],
945,Rocky Hill,41.6648,-72.6393,"Rocky Hill 41.6648,-72.6393",Rocky Hill ," 41.6648 , -72.6393 "," 41.657222222222 , -72.66","Rocky Hill 41.6648,-72.6393",[],
946,Windsor,41.8526,-72.6437,"Windsor 41.8526,-72.6437",Windsor ," 41.8526 , -72.6437 "," 41.8526 , -72.6437","Windsor 41.8526,-72.6437",[],
947,Walker County,30.7335,-95.5669,"Walker County 30.7335,-95.5669",Walker County ," 30.7335 , -95.5669 "," 30.74 , -95.57","Walker County 30.7335,-95.5669","[(30.73905, -95.57228), (30.73905, -95.57228), (30.73905, -95.57228), (30.73905, -95.57228), (30.73905, -95.57228), (30.73905, -95.57228), (30.73905, -95.57228), (30.73905, -95.57228), (30.73905, -95.57228), (30.73905, -95.57228), (30.73905, -95.57228), (30.73905, -95.57228), (30.73905, -95.57228), (30.73905, -95.57228)]",0.24215946223967968
948,Huntsville,30.7235,-95.5508,"Huntsville 30.7235,-95.5508",Huntsville ," 30.7235 , -95.5508 "," 30.723327777778 , -95.550955555556","Huntsville 30.7235,-95.5508","[(30.72353, -95.55078), (30.72353, -95.55078), (30.72353, -95.55078), (30.72353, -95.55078), (30.72353, -95.55078), (30.72353, -95.55078), (30.72353, -95.55078), (30.72353, -95.55078)]",0.028057588862760496
949,Montana,47.0002,-109.751,"Montana 47.0002,-109.751",Montana ," 47.0002 , -109.751 "," 47.0 , -110.0","Montana 47.0002,-109.751","[(47.00025, -109.75102)]",18.88133296843681
950,Pittsburgh,40.4406,-79.9959,"Pittsburgh 40.4406,-79.9959",Pittsburgh ," 40.4406 , -79.9959 "," 40.44062 , -79.99589","Pittsburgh 40.4406,-79.9959","[(40.44062, -79.99589)]",0.0
951,Fresno,36.7477,-119.772,"Fresno 36.7477,-119.772",Fresno ," 36.7477 , -119.772 "," 36.781666666667 , -119.79222222222","Fresno 36.7477,-119.772","[(36.74773, -119.77237)]",4.167401989220589
952,Jordan,44.6669,-93.6269,"Jordan 44.6669,-93.6269",Jordan ," 44.6669 , -93.6269 "," 44.66833333 , -93.6325","Jordan 44.6669,-93.6269","[(31.0, 36.0), (31.0, 36.0), (31.0, 36.0), (31.0, 36.0), (31.0, 36.0), (31.0, 36.0), (31.0, 36.0), (31.0, 36.0), (31.0, 36.0), (31.0, 36.0), (31.0, 36.0)]",10178.142331251522
953,Shakopee,44.798,-93.5269,"Shakopee 44.798,-93.5269",Shakopee ," 44.798 , -93.5269 "," 44.798055555556 , -93.526944444444","Shakopee 44.798,-93.5269",[],
954,Robbinsdale,45.0322,-93.3386,"Robbinsdale 45.0322,-93.3386",Robbinsdale ," 45.0322 , -93.3386 "," 45.032222222222 , -93.338611111111","Robbinsdale 45.0322,-93.3386","[(45.03219, -93.33856)]",0.005382319916105727
955,Jackson County,43.6255,-94.8747,"Jackson County 43.6255,-94.8747",Jackson County ," 43.6255 , -94.8747 "," 43.68 , -95.16","Jackson County 43.6255,-94.8747",[],
956,Montgomery,44.4389,-93.5813,"Montgomery 44.4389,-93.5813",Montgomery ," 44.4389 , -93.5813 "," 44.440277777778 , -93.580555555556","Montgomery 44.4389,-93.5813","[(32.36681, -86.29997), (32.36681, -86.29997), (32.36681, -86.29997)]",1483.342382142697
957,Watertown,44.9636,-93.8472,"Watertown 44.9636,-93.8472",Watertown ," 44.9636 , -93.8472 "," 44.96357 , -93.84719","Watertown 44.9636,-93.8472",[],
958,Delano,45.0419,-93.7891,"Delano 45.0419,-93.7891",Delano ," 45.0419 , -93.7891 "," 45.04111111 , -93.78583333","Delano 45.0419,-93.7891","[(35.76884, -119.24705), (35.76884, -119.24705)]",2376.168131924341
959,Scott County,44.6333,-93.5008,"Scott County 44.6333,-93.5008",Scott County ," 44.6333 , -93.5008 "," 44.65 , -93.53","Scott County 44.6333,-93.5008","[(44.64846, -93.53593)]",0.4993801706429978
960,Saint Paul,44.9444,-93.0933,"Saint Paul 44.9444,-93.0933",Saint Paul ," 44.9444 , -93.0933 "," 44.944166666667 , -93.093611111111","Saint Paul 44.9444,-93.0933",[],
961,Plainview,44.165,-92.1716,"Plainview 44.165,-92.1716",Plainview ," 44.165 , -92.1716 "," 44.165 , -92.171666666667","Plainview 44.165,-92.1716",[],
962,Elgin,44.1302,-92.2516,"Elgin 44.1302,-92.2516",Elgin ," 44.1302 , -92.2516 "," 44.13024 , -92.25156","Elgin 44.1302,-92.2516",[],
963,Rochester,44.0216,-92.4699,"Rochester 44.0216,-92.4699",Rochester ," 44.0216 , -92.4699 "," 44.0234 , -92.46295","Rochester 44.0216,-92.4699","[(44.02163, -92.4699)]",0.5895232256856042
964,Belle Plaine,44.6227,-93.7686,"Belle Plaine 44.6227,-93.7686",Belle Plaine ," 44.6227 , -93.7686 "," 44.62274 , -93.76857","Belle Plaine 44.6227,-93.7686","[(44.64676, 1.43956), (44.64676, 1.43956)]",7050.476292871656
965,Mayer,44.885,-93.8877,"Mayer 44.885,-93.8877",Mayer ," 44.885 , -93.8877 "," 44.885 , -93.887777777778","Mayer 44.885,-93.8877",[],
966,Johnson County,38.8667,-94.8669,"Johnson County 38.8667,-94.8669",Johnson County ," 38.8667 , -94.8669 "," 38.8667 , -94.8667","Johnson County 38.8667,-94.8669","[(39.48997, -86.10164), (39.48997, -86.10164), (39.48997, -86.10164)]",758.3860070443003
967,Leavenworth County,39.2333,-95.0336,"Leavenworth County 39.2333,-95.0336",Leavenworth County ," 39.2333 , -95.0336 "," 39.268611111111 , -95.125555555556","Leavenworth County 39.2333,-95.0336","[(39.19932, -95.0379)]",10.787088094870905
968,Douglas County,38.8667,-95.2336,"Douglas County 38.8667,-95.2336",Douglas County ," 38.8667 , -95.2336 "," 38.8667 , -95.2333","Douglas County 38.8667,-95.2336",[],
969,Wyandotte County,39.1167,-94.7169,"Wyandotte County 39.1167,-94.7169",Wyandotte County ," 39.1167 , -94.7169 "," 39.063611111111 , -94.818611111111","Wyandotte County 39.1167,-94.7169",[],
970,Kansas,38.5003,-98.5006,"Kansas 38.5003,-98.5006",Kansas ," 38.5003 , -98.5006 "," 38.5 , -98.0","Kansas 38.5003,-98.5006","[(38.50029, -98.50063), (38.50029, -98.50063), (38.50029, -98.50063), (38.50029, -98.50063), (38.50029, -98.50063), (38.50029, -98.50063), (38.50029, -98.50063), (38.50029, -98.50063), (38.50029, -98.50063), (38.50029, -98.50063), (38.50029, -98.50063), (38.50029, -98.50063), (38.50029, -98.50063), (38.50029, -98.50063), (38.50029, -98.50063)]",43.56578426313285
971,Raytown,39.0086,-94.4636,"Raytown 39.0086,-94.4636",Raytown ," 39.0086 , -94.4636 "," 38.995 , -94.465555555556","Raytown 39.0086,-94.4636",[],
972,Independence,39.0911,-94.4155,"Independence 39.0911,-94.4155",Independence ," 39.0911 , -94.4155 "," 39.083333333333 , -94.416666666667","Independence 39.0911,-94.4155",[],
973,Kansas City,39.0997,-94.5786,"Kansas City 39.0997,-94.5786",Kansas City ," 39.0997 , -94.5786 "," 39.05 , -94.583333333333","Kansas City 39.0997,-94.5786","[(39.09973, -94.57857), (39.09973, -94.57857), (39.09973, -94.57857), (39.11417, -94.62746), (39.09973, -94.57857), (39.09973, -94.57857)]",5.544998200983971
974,Jackson County,39.0167,-94.3502,"Jackson County 39.0167,-94.3502",Jackson County ," 39.0167 , -94.3502 "," 39.01 , -94.34","Jackson County 39.0167,-94.3502","[(39.0085, -94.34609)]",0.5519995195548608
975,Cass County,38.65,-94.3669,"Cass County 38.65,-94.3669",Cass County ," 38.65 , -94.3669 "," 38.65 , -94.35","Cass County 38.65,-94.3669","[(38.647, -94.35482), (38.647, -94.35482)]",0.5352466435067366
976,Kansas City,39.1142,-94.6275,"Kansas City 39.1142,-94.6275",Kansas City ," 39.1142 , -94.6275 "," 39.106666666667 , -94.676388888889","Kansas City 39.1142,-94.6275","[(39.09973, -94.57857), (39.09973, -94.57857), (39.09973, -94.57857), (39.09973, -94.57857), (39.09973, -94.57857), (39.11417, -94.62746), (39.11417, -94.62746), (39.09973, -94.57857)]",8.47582674684868
978,Blue Springs,39.017,-94.2816,"Blue Springs 39.017,-94.2816",Blue Springs ," 39.017 , -94.2816 "," 39.017777777778 , -94.274444444444","Blue Springs 39.017,-94.2816",[],
979,North Kansas City,39.13,-94.5622,"North Kansas City 39.13,-94.5622",North Kansas City ," 39.13 , -94.5622 "," 39.1389 , -94.5706","North Kansas City 39.13,-94.5622","[(39.13, -94.56218), (39.13, -94.56218), (39.13, -94.56218)]",1.227512564679349
980,Platte City,39.3703,-94.7825,"Platte City 39.3703,-94.7825",Platte City ," 39.3703 , -94.7825 "," 39.3617 , -94.7747","Platte City 39.3703,-94.7825","[(39.37028, -94.78246)]",1.1641462669174976
981,Salina,38.8403,-97.6114,"Salina 38.8403,-97.6114",Salina ," 38.8403 , -97.6114 "," 38.8242 , -97.6072","Salina 38.8403,-97.6114",[],
982,Ellsworth County,38.7,-98.2003,"Ellsworth County 38.7,-98.2003",Ellsworth County ," 38.7 , -98.2003 "," 38.654444444444 , -98.212777777778","Ellsworth County 38.7,-98.2003",[],
983,Riley County,39.3333,-96.7003,"Riley County 39.3333,-96.7003",Riley County ," 39.3333 , -96.7003 "," 39.113055555556 , -96.628055555556","Riley County 39.3333,-96.7003","[(39.29646, -96.73518), (39.29646, -96.73518), (39.29646, -96.73518)]",22.385260922699704
984,Manhattan,39.1836,-96.5717,"Manhattan 39.1836,-96.5717",Manhattan ," 39.1836 , -96.5717 "," 39.19 , -96.58667","Manhattan 39.1836,-96.5717",[],
985,Henderson,36.0397,-114.982,"Henderson 36.0397,-114.982",Henderson ," 36.0397 , -114.982 "," 36.031666666667 , -114.98138888889","Henderson 36.0397,-114.982","[(36.0397, -114.98194), (36.0397, -114.98194), (36.0397, -114.98194), (36.0397, -114.98194), (36.0397, -114.98194), (36.0397, -114.98194)]",0.89464066533526
986,Boulder City,35.9786,-114.832,"Boulder City 35.9786,-114.832",Boulder City ," 35.9786 , -114.832 "," 35.978611111111 , -114.8325","Boulder City 35.9786,-114.832","[(35.97859, -114.83249), (35.97859, -114.83249), (35.97859, -114.83249), (35.97859, -114.83249), (35.97859, -114.83249), (35.97859, -114.83249)]",0.0025140059427351765
987,North Las Vegas,36.1989,-115.118,"North Las Vegas 36.1989,-115.118",North Las Vegas ," 36.1989 , -115.118 "," 36.228611111111 , -115.14666666667","North Las Vegas 36.1989,-115.118","[(36.19886, -115.1175), (36.19886, -115.1175), (36.19886, -115.1175), (36.19886, -115.1175)]",4.2179354036927625
988,Clark County,36.0003,-114.876,"Clark County 36.0003,-114.876",Clark County ," 36.0003 , -114.876 "," 36.2 , -115.02","Clark County 36.0003,-114.876",[],
989,Pahrump,36.2083,-115.984,"Pahrump 36.2083,-115.984",Pahrump ," 36.2083 , -115.984 "," 36.208611111111 , -116.01194444444","Pahrump 36.2083,-115.984","[(36.20829, -115.98391)]",2.5155130905035747
990,Las Vegas Valley,35.9122,-115.12,"Las Vegas Valley 35.9122,-115.12",Las Vegas Valley ," 35.9122 , -115.12 "," 36.1318 , -115.184","Las Vegas Valley 35.9122,-115.12",[],
991,San Diego,32.7153,-117.157,"San Diego 32.7153,-117.157",San Diego ," 32.7153 , -117.157 "," 32.715 , -117.1625","San Diego 32.7153,-117.157","[(32.71571, -117.16472), (32.71571, -117.16472), (32.71571, -117.16472)]",0.2221926548853684
994,Hershey,40.2859,-76.6502,"Hershey 40.2859,-76.6502",Hershey ," 40.2859 , -76.6502 "," 40.278333333333 , -76.651111111111","Hershey 40.2859,-76.6502","[(23.12931, -81.94494)]",1970.5182110558374
995,Palmyra,40.309,-76.5933,"Palmyra 40.309,-76.5933",Palmyra ," 40.309 , -76.5933 "," 40.30898 , -76.5933","Palmyra 40.309,-76.5933",[],
998,Lancaster,40.0379,-76.3055,"Lancaster 40.0379,-76.3055",Lancaster ," 40.0379 , -76.3055 "," 40.039722222222 , -76.304444444444","Lancaster 40.0379,-76.3055","[(40.03788, -76.30551)]",0.2240328607041662
999,Grantville,40.3779,-76.6464,"Grantville 40.3779,-76.6464",Grantville ," 40.3779 , -76.6464 "," 40.397222222222 , -76.654722222222","Grantville 40.3779,-76.6464","[(40.37787, -76.64636), (40.37787, -76.64636), (40.37787, -76.64636)]",2.2654258659939828
1000,Elizabethtown,40.1529,-76.6027,"Elizabethtown 40.1529,-76.6027",Elizabethtown ," 40.1529 , -76.6027 "," 40.1533 , -76.6006","Elizabethtown 40.1529,-76.6027","[(40.15287, -76.60275), (40.15287, -76.60275), (40.15287, -76.60275)]",0.18887871153568045
1001,McLean,38.9343,-77.1775,"McLean 38.9343,-77.1775",McLean ," 38.9343 , -77.1775 "," 38.928333333333 , -77.175277777778","McLean 38.9343,-77.1775","[(38.93428, -77.17748), (38.93428, -77.17748)]",0.6881312501538521
1002,Hoboken,40.744,-74.0324,"Hoboken 40.744,-74.0324",Hoboken ," 40.744 , -74.0324 "," 40.7425 , -74.02861111","Hoboken 40.744,-74.0324","[(40.74399, -74.03236)]",0.35664852991506985
1003,Lebanon,40.3409,-76.4113,"Lebanon 40.3409,-76.4113",Lebanon ," 40.3409 , -76.4113 "," 40.3417 , -76.4208","Lebanon 40.3409,-76.4113","[(33.83333, 35.83333), (33.83333, 35.83333), (33.83333, 35.83333), (33.83333, 35.83333)]",9237.00014491028
1006,Myerstown,40.3745,-76.3027,"Myerstown 40.3745,-76.3027",Myerstown ," 40.3745 , -76.3027 "," 40.37454 , -76.30273","Myerstown 40.3745,-76.3027","[(40.37454, -76.30273)]",0.0
1008,Friedensburg,40.6026,-76.2408,"Friedensburg 40.6026,-76.2408",Friedensburg ," 40.6026 , -76.2408 "," 40.604444444444 , -76.23","Friedensburg 40.6026,-76.2408","[(40.60259, -76.24078)]",0.9331462933853325
1009,Boone County,40.0484,-86.4692,"Boone County 40.0484,-86.4692",Boone County ," 40.0484 , -86.4692 "," 40.05 , -86.47","Boone County 40.0484,-86.4692","[(38.99062, -92.30968), (38.99062, -92.30968), (38.99062, -92.30968), (36.30859, -93.0915), (36.30859, -93.0915), (36.30859, -93.0915), (36.30859, -93.0915), (40.0508, -86.4687), (40.0508, -86.4687), (40.0508, -86.4687), (40.0508, -86.4687), (40.0508, -86.4687)]",514.4614037343473
1010,Zionsville,39.9509,-86.2619,"Zionsville 39.9509,-86.2619",Zionsville ," 39.9509 , -86.2619 "," 39.95087 , -86.26194","Zionsville 39.9509,-86.2619","[(39.95087, -86.26194)]",0.0
1011,Whitestown,39.9973,-86.3458,"Whitestown 39.9973,-86.3458",Whitestown ," 39.9973 , -86.3458 "," 39.9961 , -86.3447","Whitestown 39.9973,-86.3458","[(39.99726, -86.34583), (39.99726, -86.34583), (39.99726, -86.34583), (39.99726, -86.34583), (39.99726, -86.34583)]",0.16094460094772825
1012,Lebanon,40.0484,-86.4692,"Lebanon 40.0484,-86.4692",Lebanon ," 40.0484 , -86.4692 "," 40.0522 , -86.4717","Lebanon 40.0484,-86.4692","[(33.83333, 35.83333), (33.83333, 35.83333), (33.83333, 35.83333), (33.83333, 35.83333), (33.83333, 35.83333), (33.83333, 35.83333), (33.83333, 35.83333), (33.83333, 35.83333), (33.83333, 35.83333)]",9889.87055613134
1013,Hamilton County,40.0456,-86.0086,"Hamilton County 40.0456,-86.0086",Hamilton County ," 40.0456 , -86.0086 "," 40.07 , -86.05","Hamilton County 40.0456,-86.0086",[],
1014,Hendricks County,39.7606,-86.5264,"Hendricks County 39.7606,-86.5264",Hendricks County ," 39.7606 , -86.5264 "," 39.77 , -86.51","Hendricks County 39.7606,-86.5264",[],
1015,Marion County,39.7684,-86.1555,"Marion County 39.7684,-86.1555",Marion County ," 39.7684 , -86.1555 "," 39.78 , -86.14","Marion County 39.7684,-86.1555",[],
1016,Montgomery County,40.0412,-86.8745,"Montgomery County 40.0412,-86.8745",Montgomery County ," 40.0412 , -86.8745 "," 40.04 , -86.89","Montgomery County 40.0412,-86.8745","[(40.04038, -86.8933)]",0.28408963563180495
1017,Clinton County,40.2795,-86.5108,"Clinton County 40.2795,-86.5108",Clinton County ," 40.2795 , -86.5108 "," 40.3 , -86.48","Clinton County 40.2795,-86.5108",[],
1018,Beirut,33.8719,35.5097,"Beirut 33.8719,35.5097",Beirut ," 33.8719 , 35.5097 "," 33.886944444444 , 35.513055555556","Beirut 33.8719,35.5097","[(33.89332, 35.50157), (33.89332, 35.50157), (33.89332, 35.50157), (33.89332, 35.50157), (33.89332, 35.50157)]",1.2753534821490808
1022,Sidon,33.5631,35.3689,"Sidon 33.5631,35.3689",Sidon ," 33.5631 , 35.3689 "," 33.560555555556 , 35.398055555556","Sidon 33.5631,35.3689",[],
1027,Clinton,40.6368,-74.9099,"Clinton 40.6368,-74.9099",Clinton ," 40.6368 , -74.9099 "," 40.6368 , -74.9152","Clinton 40.6368,-74.9099",[],
1028,Red Mill,40.7193,-74.9207,"Red Mill 40.7193,-74.9207",Red Mill ," 40.7193 , -74.9207 "," 40.71916667 , -74.92083333","Red Mill 40.7193,-74.9207",[],
1029,Flemington,40.5123,-74.8593,"Flemington 40.5123,-74.8593",Flemington ," 40.5123 , -74.8593 "," 40.5087 , -74.8601","Flemington 40.5123,-74.8593","[(31.85965, -81.564), (31.85965, -81.564), (31.85965, -81.564)]",1133.5734064229625
1032,St. John's,47.5689,-52.7148,"St. John's 47.5689,-52.7148",St. John's ," 47.5689 , -52.7148 "," 47.5675 , -52.707222222222","St. John's 47.5689,-52.7148",[],
1033,Newfoundland and Labrador,52,-56,"Newfoundland and Labrador 52,-56",Newfoundland and Labrador ," 52 , -56 "," 53.0 , -60.0","Newfoundland and Labrador 52,-56","[(52.0, -56.0), (52.0, -56.0)]",292.65680762898387
1035,London,42.9834,-81.233,"London 42.9834,-81.233",London ," 42.9834 , -81.233 "," 42.9837 , -81.2497","London 42.9834,-81.233","[(51.50853, -0.12574), (51.50853, -0.12574), (51.50853, -0.12574), (51.50853, -0.12574), (51.50853, -0.12574), (51.50853, -0.12574), (51.50853, -0.12574), (51.50853, -0.12574), (51.50853, -0.12574), (51.50853, -0.12574), (51.50853, -0.12574), (51.50853, -0.12574), (51.50853, -0.12574), (51.50853, -0.12574), (51.50853, -0.12574), (51.50853, -0.12574), (51.50853, -0.12574)]",5876.7584905838785
1037,Sarnia,42.9668,-82.3831,"Sarnia 42.9668,-82.3831",Sarnia ," 42.9668 , -82.3831 "," 42.9994 , -82.3089","Sarnia 42.9668,-82.3831","[(42.97866, -82.40407)]",8.077115434879323
1038,Brampton,43.6834,-79.7663,"Brampton 43.6834,-79.7663",Brampton ," 43.6834 , -79.7663 "," 43.683333333333 , -79.766666666667","Brampton 43.6834,-79.7663","[(43.68341, -79.76633)]",0.028382788953428238
1039,Europe,48.691,9.14062,"Europe 48.691,9.14062",Europe ," 48.691 , 9.14062 "," 46.0 , 7.0","Europe 48.691,9.14062","[(48.69096, 9.14062), (48.69096, 9.14062), (48.69096, 9.14062)]",339.88492839737796
1040,North America,46.0732,-100.547,"North America 46.0732,-100.547",North America ," 46.0732 , -100.547 "," 47.0 , -105.0","North America 46.0732,-100.547","[(46.07323, -100.54688), (46.07323, -100.54688)]",355.8084870760401
1041,Uplands,43.0334,-81.2831,"Uplands 43.0334,-81.2831",Uplands ," 43.0334 , -81.2831 "," 43.03740333 , -81.27107028","Uplands 43.0334,-81.2831","[(45.32985, -75.66553)]",514.3836856039118
1042,Quebec,46.8123,-71.2145,"Quebec 46.8123,-71.2145",Quebec ," 46.8123 , -71.2145 "," 52.0 , -72.0","Quebec 46.8123,-71.2145",[],
1043,Nanjing,32.0617,118.778,"Nanjing 32.0617,118.778",Nanjing ," 32.0617 , 118.778 "," 32.05 , 118.76666666667","Nanjing 32.0617,118.778","[(32.06167, 118.77778), (32.06167, 118.77778)]",1.66757236842753
1045,Stonington,41.3359,-71.9059,"Stonington 41.3359,-71.9059",Stonington ," 41.3359 , -71.9059 "," 41.33593 , -71.9059","Stonington 41.3359,-71.9059",[],
1046,Groton,41.3501,-72.0784,"Groton 41.3501,-72.0784",Groton ," 41.3501 , -72.0784 "," 41.3501 , -72.07841","Groton 41.3501,-72.0784","[(42.6112, -71.57451)]",146.2824872969286
1048,Laurel County,37.1334,-84.1333,"Laurel County 37.1334,-84.1333",Laurel County ," 37.1334 , -84.1333 "," 37.11 , -84.12","Laurel County 37.1334,-84.1333","[(37.11067, -84.1178), (37.11067, -84.1178), (37.11067, -84.1178), (37.11067, -84.1178), (37.11067, -84.1178), (37.11067, -84.1178), (37.11067, -84.1178), (37.11067, -84.1178), (37.11067, -84.1178), (37.11067, -84.1178), (37.11067, -84.1178), (37.11067, -84.1178), (37.11067, -84.1178), (37.11067, -84.1178), (37.11067, -84.1178), (37.11067, -84.1178), (37.11067, -84.1178), (37.11067, -84.1178)]",0.20882715306607716
1049,London,37.129,-84.0833,"London 37.129,-84.0833",London ," 37.129 , -84.0833 "," 37.1275 , -84.0842","London 37.129,-84.0833","[(51.50853, -0.12574), (51.50853, -0.12574), (51.50853, -0.12574), (51.50853, -0.12574)]",6488.753990116506
1050,Oroville,39.5138,-121.556,"Oroville 39.5138,-121.556",Oroville ," 39.5138 , -121.556 "," 39.513888888889 , -121.3925","Oroville 39.5138,-121.556","[(38.37159, -118.54152), (38.37159, -118.54152)]",277.34009873859117
1051,Clay County,37.1668,-83.7505,"Clay County 37.1668,-83.7505",Clay County ," 37.1668 , -83.7505 "," 37.16 , -83.71","Clay County 37.1668,-83.7505","[(37.15971, -83.71468)]",0.4159806850806006
1052,Bozeman,45.6797,-111.039,"Bozeman 45.6797,-111.039",Bozeman ," 45.6797 , -111.039 "," 45.677777777778 , -111.04722222222","Bozeman 45.6797,-111.039","[(45.67965, -111.03856)]",0.7044321132120647
1053,Butte,46.0038,-112.535,"Butte 46.0038,-112.535",Butte ," 46.0038 , -112.535 "," 46.006388888889 , -112.52972222222","Butte 46.0038,-112.535",[],
1054,Lake Cumberland,36.8681,-85.1475,"Lake Cumberland 36.8681,-85.1475",Lake Cumberland ," 36.8681 , -85.1475 "," 36.888888888889 , -85.05","Lake Cumberland 36.8681,-85.1475",[],
1055,Cumberland Falls,36.839,-84.3452,"Cumberland Falls 36.839,-84.3452",Cumberland Falls ," 36.839 , -84.3452 "," 36.83801 , -84.34444","Cumberland Falls 36.839,-84.3452",[],
1056,Clark County,37.9834,-84.2666,"Clark County 37.9834,-84.2666",Clark County ," 37.9834 , -84.2666 "," 37.97 , -84.15","Clark County 37.9834,-84.2666","[(39.91678, -83.7839), (39.91678, -83.7839)]",218.77491865536916
