,name,wikipedia_name,lat,lon,page,geovirus_key,toponym,old_coord,new_coord,mlg_key,geocoded_coordinates_list,median_error_distance
257,Vermont,Vermont,44,-72.7,https://en.wikipedia.org/wiki/Vermont,"Vermont 44,-72.7",Vermont ," 44 , -72.7 "," 44.0 , -72.7","Vermont 44,-72.7","[(44.00034, -72.74983), (44.00034, -72.74983), (44.00034, -72.74983)]",3.985922486842965
258,Brattleboro,"Brattleboro, Vermont",42.85,-72.58,"https://en.wikipedia.org/wiki/Brattleboro,_Vermont","Brattleboro, Vermont 42.85,-72.58","Brattleboro, Vermont "," 42.85 , -72.58 "," 42.85092 , -72.55787","Brattleboro, Vermont 42.85,-72.58","[(42.85092, -72.55787)]",0.0
259,Longview,"Longview, Texas",32.50,-94.75,"https://en.wikipedia.org/wiki/Longview,_Texas","Longview, Texas 32.50,-94.75","Longview, Texas "," 32.50 , -94.75 "," 32.5092 , -94.7539","Longview, Texas 32.50,-94.75","[(32.5007, -94.74049)]",1.5731227464538364
260,Tyler,"Tyler, Texas",32.35,-95.3,"https://en.wikipedia.org/wiki/Tyler,_Texas","Tyler, Texas 32.35,-95.3","Tyler, Texas "," 32.35 , -95.3 "," 32.35 , -95.3","Tyler, Texas 32.35,-95.3",[],
261,Fairfield,"Fairfield, Texas",31.72,-96.15,"https://en.wikipedia.org/wiki/Fairfield,_Texas","Fairfield, Texas 31.72,-96.15","Fairfield, Texas "," 31.72 , -96.15 "," 31.7219 , -96.1581","Fairfield, Texas 31.72,-96.15","[(35.84731, -94.61244)]",480.43009885807356
262,Malakoff,"Malakoff, Texas",32.17,-96.01,"https://en.wikipedia.org/wiki/Malakoff,_Texas","Malakoff, Texas 32.17,-96.01","Malakoff, Texas "," 32.17 , -96.01 "," 32.17806 , -96.01806","Malakoff, Texas 32.17,-96.01","[(32.1696, -96.01247), (32.1696, -96.01247)]",1.0778437666317802
263,Austin,"Austin, Texas",30.26,-97.73,"https://en.wikipedia.org/wiki/Austin,_Texas","Austin, Texas 30.26,-97.73","Austin, Texas "," 30.26 , -97.73 "," 30.3 , -97.733333333333","Austin, Texas 30.26,-97.73","[(30.26715, -97.74306)]",3.7702707417553873
265,Abilene,"Abilene, Texas",32.45,-99.75,"https://en.wikipedia.org/wiki/Abilene,_Texas","Abilene, Texas 32.45,-99.75","Abilene, Texas "," 32.45 , -99.75 "," 32.446388888889 , -99.745555555556","Abilene, Texas 32.45,-99.75","[(32.44874, -99.73314)]",1.1939939058852413
266,Houston,Houston,29.76,-95.38,https://en.wikipedia.org/wiki/Houston,"Houston 29.76,-95.38",Houston ," 29.76 , -95.38 "," 29.762777777778 , -95.383055555556","Houston 29.76,-95.38","[(29.76328, -95.36327), (29.76328, -95.36327)]",1.9106544372531566
267,New Jersey,New Jersey,40,-74.5,https://en.wikipedia.org/wiki/New_Jersey,"New Jersey 40,-74.5",New Jersey ," 40 , -74.5 "," 40.0 , -74.5","New Jersey 40,-74.5","[(40.16706, -74.49987), (40.16706, -74.49987), (40.16706, -74.49987), (40.16706, -74.49987), (40.16706, -74.49987)]",18.576253979363546
268,Lubbock,"Lubbock, Texas",33.56,-101.88,"https://en.wikipedia.org/wiki/Lubbock,_Texas","Lubbock, Texas 33.56,-101.88","Lubbock, Texas "," 33.56 , -101.88 "," 33.566666666667 , -101.88333333333","Lubbock, Texas 33.56,-101.88","[(33.57786, -101.85517)]",2.8908899615011183
269,Dugway Proving Ground,Dugway Proving Ground,40.18,-113.21,https://en.wikipedia.org/wiki/Dugway_Proving_Ground,"Dugway Proving Ground 40.18,-113.21",Dugway Proving Ground ," 40.18 , -113.21 "," 40.188611111111 , -113.21277777778","Dugway Proving Ground 40.18,-113.21",[],
270,Dugway,Dugway Proving Ground,40.18,-113.21,https://en.wikipedia.org/wiki/Dugway_Proving_Ground,"Dugway Proving Ground 40.18,-113.21",Dugway Proving Ground ," 40.18 , -113.21 "," 40.188611111111 , -113.21277777778","Dugway Proving Ground 40.18,-113.21",[],
271,Utah,Utah,39,-111,https://en.wikipedia.org/wiki/Utah,"Utah 39,-111",Utah ," 39 , -111 "," 39.5 , -111.5","Utah 39,-111","[(39.25024, -111.75103), (39.25024, -111.75103), (39.25024, -111.75103), (39.25024, -111.75103), (39.25024, -111.75103), (40.71118, -78.97642)]",35.169067199466475
272,Fort Detrick,Fort Detrick,39.43,-77.42,https://en.wikipedia.org/wiki/Fort_Detrick,"Fort Detrick 39.43,-77.42",Fort Detrick ," 39.43 , -77.42 "," 39.4356 , -77.4272","Fort Detrick 39.43,-77.42","[(39.44155, -77.42408), (39.44155, -77.42408)]",0.7138052980609225
273,Midland,"Midland, Michigan",43.61,-84.24,"https://en.wikipedia.org/wiki/Midland,_Michigan","Midland, Michigan 43.61,-84.24","Midland, Michigan "," 43.61 , -84.24 "," 43.615555555556 , -84.247222222222","Midland, Michigan 43.61,-84.24","[(43.64686, -84.38811)]",11.861272577279085
274,Lansing,"Lansing, Michigan",42.73,-84.54,"https://en.wikipedia.org/wiki/Lansing,_Michigan","Lansing, Michigan 42.73,-84.54","Lansing, Michigan "," 42.73 , -84.54 "," 42.7335 , -84.5467","Lansing, Michigan 42.73,-84.54",[],
275,Frederick,"Frederick, Maryland",39.41,-77.41,"https://en.wikipedia.org/wiki/Frederick,_Maryland","Frederick, Maryland 39.41,-77.41","Frederick, Maryland "," 39.41 , -77.41 "," 39.426294 , -77.420403","Frederick, Maryland 39.41,-77.41","[(39.41427, -77.41054)]",1.5828401137581714
276,New York City,New York City,40.71,-74.00,https://en.wikipedia.org/wiki/New_York_City,"New York City 40.71,-74.00",New York City ," 40.71 , -74.00 "," 40.67 , -73.94","New York City 40.71,-74.00","[(40.71427, -74.00597), (40.71427, -74.00597), (40.71427, -74.00597)]",7.427494898132879
277,New York,New York City,40.71,-74.00,https://en.wikipedia.org/wiki/New_York_City,"New York City 40.71,-74.00",New York City ," 40.71 , -74.00 "," 40.67 , -73.94","New York City 40.71,-74.00","[(43.00035, -75.4999), (43.00035, -75.4999), (43.00035, -75.4999), (43.00035, -75.4999)]",289.5481852629396
278,Florida,Florida,28.1,-81.6,https://en.wikipedia.org/wiki/Florida,"Florida 28.1,-81.6",Florida ," 28.1 , -81.6 "," 28.133333333333 , -81.631666666667","Florida 28.1,-81.6","[(28.75054, -82.5001), (28.75054, -82.5001)]",109.17730433346416
279,Frederick County,"Frederick County, Maryland",39.47,-77.4,"https://en.wikipedia.org/wiki/Frederick_County,_Maryland","Frederick County, Maryland 39.47,-77.4","Frederick County, Maryland "," 39.47 , -77.4 "," 39.47 , -77.4","Frederick County, Maryland 39.47,-77.4","[(39.47222, -77.39799)]",0.3011702617638308
280,Tustin,"Tustin, California",33.73,-117.81,"https://en.wikipedia.org/wiki/Tustin,_California","Tustin, California 33.73,-117.81","Tustin, California "," 33.73 , -117.81 "," 33.739722222222 , -117.81361111111","Tustin, California 33.73,-117.81","[(33.74585, -117.82617)]",1.346380799230037
281,Glendale,"Glendale, California",34.14,-118.25,"https://en.wikipedia.org/wiki/Glendale,_California","Glendale, California 34.14,-118.25","Glendale, California "," 34.14 , -118.25 "," 34.170833333333 , -118.25","Glendale, California 34.14,-118.25","[(34.14251, -118.25508)]",3.183914550309926
282,Los Angeles,Los Angeles,34.05,-118.25,https://en.wikipedia.org/wiki/Los_Angeles,"Los Angeles 34.05,-118.25",Los Angeles ," 34.05 , -118.25 "," 34.05223 , -118.24368","Los Angeles 34.05,-118.25","[(34.19801, -118.26102)]",16.288411427618115
283,San Fernando Valley,San Fernando Valley,34.23,-118.46,https://en.wikipedia.org/wiki/San_Fernando_Valley,"San Fernando Valley 34.23,-118.46",San Fernando Valley ," 34.23 , -118.46 "," 34.238486111111 , -118.46283055556","San Fernando Valley 34.23,-118.46","[(34.18195, -118.35952)]",11.391720668858996
284,Santa Monica,"Santa Monica, California",34.02,-118.48,"https://en.wikipedia.org/wiki/Santa_Monica,_California","Santa Monica, California 34.02,-118.48","Santa Monica, California "," 34.02 , -118.48 "," 34.021944444444 , -118.48138888889","Santa Monica, California 34.02,-118.48","[(34.01945, -118.49119)]",0.944920431223842
285,Liverpool,Liverpool,53.4,-3,https://en.wikipedia.org/wiki/Liverpool,"Liverpool 53.4,-3",Liverpool ," 53.4 , -3 "," 53.416666666667 , -3.0","Liverpool 53.4,-3","[(53.41667, -2.91667)]",5.52238730137217
286,Port-au-Prince,Port-au-Prince,18.53,-72.33,https://en.wikipedia.org/wiki/Port-au-Prince,"Port-au-Prince 18.53,-72.33",Port-au-Prince ," 18.53 , -72.33 "," 18.5425 , -72.338611111111","Port-au-Prince 18.53,-72.33","[(18.5, -72.36667), (18.5, -72.36667)]",5.575419662982666
287,Port-Au-Prince,Port-au-Prince,18.53,-72.33,https://en.wikipedia.org/wiki/Port-au-Prince,"Port-au-Prince 18.53,-72.33",Port-au-Prince ," 18.53 , -72.33 "," 18.5425 , -72.338611111111","Port-au-Prince 18.53,-72.33","[(18.5, -72.36667)]",5.575419662982666
288,Artibonite,Artibonite (department),19.45,-72.68,https://en.wikipedia.org/wiki/Artibonite_(department),"Artibonite (department) 19.45,-72.68",Artibonite (department) ," 19.45 , -72.68 "," 19.45 , -72.6833","Artibonite (department) 19.45,-72.68",[],
289,Saint-Marc,Saint-Marc,19.11,-72.7,https://en.wikipedia.org/wiki/Saint-Marc,"Saint-Marc 19.11,-72.7",Saint-Marc ," 19.11 , -72.7 "," 19.116666666667 , -72.7","Saint-Marc 19.11,-72.7",[],
290,St. Marc,Saint-Marc,19.11,-72.7,https://en.wikipedia.org/wiki/Saint-Marc,"Saint-Marc 19.11,-72.7",Saint-Marc ," 19.11 , -72.7 "," 19.116666666667 , -72.7","Saint-Marc 19.11,-72.7","[(None, None)]",
291,Haiti,Haiti,19,-72.41,https://en.wikipedia.org/wiki/Haiti,"Haiti 19,-72.41",Haiti ," 19 , -72.41 "," 19.1 , -72.33","Haiti 19,-72.41","[(19.0, -72.41667), (19.0, -72.41667), (19.0, -72.41667)]",14.374495826174167
293,St. Nicolas,M%C3%B4le-Saint-Nicolas,19.8,-73.38,https://en.wikipedia.org/wiki/M%C3%B4le-Saint-Nicolas,"M%C3%B4le-Saint-Nicolas 19.8,-73.38",M%C3%B4le-Saint-Nicolas ," 19.8 , -73.38 "," 19.8 , -73.38333333","M%C3%B4le-Saint-Nicolas 19.8,-73.38","[(None, None)]",
294,Luanda,Luanda,-8.83,13.23,https://en.wikipedia.org/wiki/Luanda,"Luanda -8.83,13.23",Luanda ," -8.83 , 13.23 "," -8.8333333333333 , 13.233333333333","Luanda -8.83,13.23","[(-8.91667, 13.33924), (-8.91667, 13.33924), (-8.91667, 13.33924)]",14.874498715603274
295,Mukuru kwa Njenga,Mukuru kwa Njenga,-1.30,36.88,https://en.wikipedia.org/wiki/Mukuru_kwa_Njenga,"Mukuru kwa Njenga -1.30,36.88",Mukuru kwa Njenga ," -1.30 , 36.88 "," -1.30472222 , 36.885","Mukuru kwa Njenga -1.30,36.88",[],
296,Mukuru,Mukuru kwa Njenga,-1.30,36.88,https://en.wikipedia.org/wiki/Mukuru_kwa_Njenga,"Mukuru kwa Njenga -1.30,36.88",Mukuru kwa Njenga ," -1.30 , 36.88 "," -1.30472222 , 36.885","Mukuru kwa Njenga -1.30,36.88","[(-1.3047, 36.885)]",0.002470754760343096
297,Mashonaland West,Mashonaland West Province,-17,29.5,https://en.wikipedia.org/wiki/Mashonaland_West_Province,"Mashonaland West Province -17,29.5",Mashonaland West Province ," -17 , 29.5 "," -17.0 , 29.5","Mashonaland West Province -17,29.5","[(-17.16667, 29.75), (-17.16667, 29.75)]",32.39678084618053
298,Midlands,Midlands Province,-19,30,https://en.wikipedia.org/wiki/Midlands_Province,"Midlands Province -19,30",Midlands Province ," -19 , 30 "," -19.0 , 30.0","Midlands Province -19,30","[(-19.2, 29.8), (-19.2, 29.8), (-19.2, 29.8)]",30.597259382657988
299,Manicaland,Manicaland Province,-19,32.5,https://en.wikipedia.org/wiki/Manicaland_Province,"Manicaland Province -19,32.5",Manicaland Province ," -19 , 32.5 "," -19.0 , 32.5","Manicaland Province -19,32.5",[],
300,Masvingo,Masvingo Province,-21,31,https://en.wikipedia.org/wiki/Masvingo_Province,"Masvingo Province -21,31",Masvingo Province ," -21 , 31 "," -21.0 , 31.0","Masvingo Province -21,31","[(-20.6, 31.4)]",60.88608242155605
301,Rift Valley,Rift Valley Province,0.5,36,https://en.wikipedia.org/wiki/Rift_Valley_Province,"Rift Valley Province 0.5,36",Rift Valley Province ," 0.5 , 36 "," 0.5 , 36.0","Rift Valley Province 0.5,36","[(0.5, 36.0), (0.5, 36.0)]",0.0
302,Rift Valley Province,Rift Valley Province,0.5,36,https://en.wikipedia.org/wiki/Rift_Valley_Province,"Rift Valley Province 0.5,36",Rift Valley Province ," 0.5 , 36 "," 0.5 , 36.0","Rift Valley Province 0.5,36","[(0.5, 36.0)]",0.0
303,North Eastern,North Eastern Province (Kenya),1,40.25,https://en.wikipedia.org/wiki/North_Eastern_Province_(Kenya),"North Eastern Province (Kenya) 1,40.25",North Eastern Province (Kenya) ," 1 , 40.25 "," 1.0 , 40.25","North Eastern Province (Kenya) 1,40.25",[],
304,North Eastern Province,North Eastern Province (Kenya),1,40.25,https://en.wikipedia.org/wiki/North_Eastern_Province_(Kenya),"North Eastern Province (Kenya) 1,40.25",North Eastern Province (Kenya) ," 1 , 40.25 "," 1.0 , 40.25","North Eastern Province (Kenya) 1,40.25","[(1.0, 40.25)]",0.0
305,Western,Western Province (Kenya),0.5,34.58,https://en.wikipedia.org/wiki/Western_Province_(Kenya),"Western Province (Kenya) 0.5,34.58",Western Province (Kenya) ," 0.5 , 34.58 "," 0.5 , 34.58333333","Western Province (Kenya) 0.5,34.58",[],
306,Suba,Suba District,-0.33,34.2,https://en.wikipedia.org/wiki/Suba_District,"Suba District -0.33,34.2",Suba District ," -0.33 , 34.2 "," -0.333333 , 34.2","Suba District -0.33,34.2","[(-0.58, 34.223)]",27.54712597567923
307,Migori,Migori,-0.66,34.83,https://en.wikipedia.org/wiki/Migori,"Migori -0.66,34.83",Migori ," -0.66 , 34.83 "," -1.0666666666667 , 34.466666666667","Migori -0.66,34.83",[],
308,Homa Bay,Homa Bay County,-0.68,34.45,https://en.wikipedia.org/wiki/Homa_Bay_County,"Homa Bay County -0.68,34.45",Homa Bay County ," -0.68 , 34.45 "," -0.683333 , 34.45","Homa Bay County -0.68,34.45","[(-0.666, 34.481)]",3.9490690023765946
310,Siaya,Siaya,0.06,34.28,https://en.wikipedia.org/wiki/Siaya,"Siaya 0.06,34.28",Siaya ," 0.06 , 34.28 "," 0.060556 , 34.289444","Siaya 0.06,34.28",[],
311,Kisumu,Kisumu County,-0.25,34.91,https://en.wikipedia.org/wiki/Kisumu_County,"Kisumu County -0.25,34.91",Kisumu County ," -0.25 , 34.91 "," -0.25 , 34.916666666667","Kisumu County -0.25,34.91",[],
312,Bondo,Bondo District,-0.09,34.27,https://en.wikipedia.org/wiki/Bondo_District,"Bondo District -0.09,34.27",Bondo District ," -0.09 , 34.27 "," -0.09978 , 34.274444","Bondo District -0.09,34.27",[],
313,Nyando,Nyando District,-0.28,35.11,https://en.wikipedia.org/wiki/Nyando_District,"Nyando District -0.28,35.11",Nyando District ," -0.28 , 35.11 "," -0.28333333 , 35.11666667","Nyando District -0.28,35.11","[(-0.2867, 34.85847)]",28.712285690178263
314,Kisii,Kisii County,-0.66,34.75,https://en.wikipedia.org/wiki/Kisii_County,"Kisii County -0.66,34.75",Kisii County ," -0.66 , 34.75 "," -0.678306 , 34.772","Kisii County -0.66,34.75","[(-0.75, 34.83333)]",10.490602754274876
315,Wajir,Wajir County,1.74,40.06,https://en.wikipedia.org/wiki/Wajir_County,"Wajir County 1.74,40.06",Wajir County ," 1.74 , 40.06 "," 1.74722 , 40.0689","Wajir County 1.74,40.06","[(1.75, 40.01667)]",5.81323944640152
316,Mandera,Mandera County,3.41,40.66,https://en.wikipedia.org/wiki/Mandera_County,"Mandera County 3.41,40.66",Mandera County ," 3.41 , 40.66 "," 3.41667 , 40.6667","Mandera County 3.41,40.66",[],
317,Naivasha,Naivasha,-0.72,36.42,https://en.wikipedia.org/wiki/Naivasha,"Naivasha -0.72,36.42",Naivasha ," -0.72 , 36.42 "," -0.71667 , 36.43591","Naivasha -0.72,36.42","[(-0.71667, 36.43591)]",0.0
318,Nakuru,Nakuru County,-0.5,36,https://en.wikipedia.org/wiki/Nakuru_County,"Nakuru County -0.5,36",Nakuru County ," -0.5 , 36 "," -0.5 , 36.0","Nakuru County -0.5,36","[(-0.48402, 36.17126)]",19.125290979789217
319,Bunyala,Bunyala,0.1,33.97,https://en.wikipedia.org/wiki/Bunyala,"Bunyala 0.1,33.97",Bunyala ," 0.1 , 33.97 "," 0.1 , 33.97","Bunyala 0.1,33.97","[(0.09388, 33.97559)]",0.9216617703752804
320,Harare,Harare,-17.86,31.02,https://en.wikipedia.org/wiki/Harare,"Harare -17.86,31.02",Harare ," -17.86 , 31.02 "," -17.829166666667 , 31.052222222222","Harare -17.86,31.02","[(-17.85417, 31.05833), (-17.85417, 31.05833), (-17.85417, 31.05833)]",2.8544228141767674
321,Beitbridge,Beitbridge,-22.21,30,https://en.wikipedia.org/wiki/Beitbridge,"Beitbridge -22.21,30",Beitbridge ," -22.21 , 30 "," -22.216666666667 , 30.0","Beitbridge -22.21,30",[],
322,West Africa,West Africa,18.31,-4.83,https://en.wikipedia.org/wiki/West_Africa,"West Africa 18.31,-4.83",West Africa ," 18.31 , -4.83 "," 12.0 , 3.0","West Africa 18.31,-4.83","[(None, None), (None, None)]",
323,Burkina Faso,Burkina Faso,13,-2,https://en.wikipedia.org/wiki/Burkina_Faso,"Burkina Faso 13,-2",Burkina Faso ," 13 , -2 "," 12.266667 , -2.066667","Burkina Faso 13,-2","[(12.5, -1.66667), (12.5, -1.66667), (12.5, -1.66667)]",50.60090318203186
324,Guinea,Guinea,11,-10,https://en.wikipedia.org/wiki/Guinea,"Guinea 11,-10",Guinea ," 11 , -10 "," 10.0 , -11.0","Guinea 11,-10","[(10.83333, -10.66667), (10.83333, -10.66667), (10.83333, -10.66667)]",99.5747767235016
325,Guinea-Bissau,Guinea-Bissau,12,-15,https://en.wikipedia.org/wiki/Guinea-Bissau,"Guinea-Bissau 12,-15",Guinea-Bissau ," 12 , -15 "," 12.0 , -15.0","Guinea-Bissau 12,-15","[(12.0, -15.0), (12.0, -15.0)]",0.0
326,Mauritania,Mauritania,20,-12,https://en.wikipedia.org/wiki/Mauritania,"Mauritania 20,-12",Mauritania ," 20 , -12 "," 21.0 , -11.0","Mauritania 20,-12","[(20.25, -10.5), (20.25, -10.5)]",98.29767085270963
327,Mali,Mali,17,-4,https://en.wikipedia.org/wiki/Mali,"Mali 17,-4",Mali ," 17 , -4 "," 17.0 , -4.0","Mali 17,-4",[],
328,Senegal,Senegal,14,-14,https://en.wikipedia.org/wiki/Senegal,"Senegal 14,-14",Senegal ," 14 , -14 "," 14.366667 , -14.283333","Senegal 14,-14","[(14.5, -14.25), (14.5, -14.25), (14.5, -14.25)]",15.25430733249397
329,Central Africa,Central Africa,-2.02,24.69,https://en.wikipedia.org/wiki/Central_Africa,"Central Africa -2.02,24.69",Central Africa ," -2.02 , 24.69 "," 4.38403 , 18.548646","Central Africa -2.02,24.69",[],
330,South Sudan,South Sudan,8,30,https://en.wikipedia.org/wiki/South_Sudan,"South Sudan 8,30",South Sudan ," 8 , 30 "," 7.0 , 30.0","South Sudan 8,30","[(7.5, 30.0), (7.5, 30.0), (7.5, 30.0), (7.5, 30.0), (7.5, 30.0)]",55.597541862095696
331,Juba,Juba,4.85,31.6,https://en.wikipedia.org/wiki/Juba,"Juba 4.85,31.6",Juba ," 4.85 , 31.6 "," 4.85 , 31.6","Juba 4.85,31.6","[(4.85165, 31.58247)]",1.9509144513601582
332,Pibor,Pibor,6.8,33.13,https://en.wikipedia.org/wiki/Pibor,"Pibor 6.8,33.13",Pibor ," 6.8 , 33.13 "," 6.8 , 33.133333333333","Pibor 6.8,33.13",[],
333,Nepal,Nepal,28.16,84.25,https://en.wikipedia.org/wiki/Nepal,"Nepal 28.16,84.25",Nepal ," 28.16 , 84.25 "," 28.0 , 84.0","Nepal 28.16,84.25","[(28.0, 84.0), (28.0, 84.0), (28.0, 84.0)]",0.0
334,Bariyarpur,"Bariyarpur, Bara",26.98,85.05,"https://en.wikipedia.org/wiki/Bariyarpur,_Bara","Bariyarpur, Bara 26.98,85.05","Bariyarpur, Bara "," 26.98 , 85.05 "," 26.983333333333 , 85.05","Bariyarpur, Bara 26.98,85.05",[],
335,Ouagadougou,Ouagadougou,12.35,-1.53,https://en.wikipedia.org/wiki/Ouagadougou,"Ouagadougou 12.35,-1.53",Ouagadougou ," 12.35 , -1.53 "," 12.357222222222 , -1.5352777777778","Ouagadougou 12.35,-1.53","[(12.36566, -1.53388), (12.36566, -1.53388), (12.36566, -1.53388)]",0.9504437483150787
336,Benin,Benin,6.46,2.6,https://en.wikipedia.org/wiki/Benin,"Benin 6.46,2.6",Benin ," 6.46 , 2.6 "," 8.8333333333333 , 2.1833333333333","Benin 6.46,2.6","[(9.5, 2.25), (9.5, 2.25)]",74.49041918114888
337,Ghana,Ghana,7.81,-1.05,https://en.wikipedia.org/wiki/Ghana,"Ghana 7.81,-1.05",Ghana ," 7.81 , -1.05 "," 8.0 , -1.0","Ghana 7.81,-1.05","[(8.1, -1.2), (8.1, -1.2)]",24.668165505814894
338,Java,Java,-7.49,110.00,https://en.wikipedia.org/wiki/Java,"Java -7.49,110.00",Java ," -7.49 , 110.00 "," -7.4916666666667 , 110.00444444444","Java -7.49,110.00","[(-7.49167, 110.00444), (-7.49167, 110.00444), (-7.49167, 110.00444)]",0.0006143804240001745
339,Pangandaran,Pangandaran,-7.72,108.49,https://en.wikipedia.org/wiki/Pangandaran,"Pangandaran -7.72,108.49",Pangandaran ," -7.72 , 108.49 "," -7.7202777777778 , 108.49","Pangandaran -7.72,108.49","[(-6.1238, 106.8235), (-6.1238, 106.8235)]",255.63837672405214
340,Australia,Australia,-25,133,https://en.wikipedia.org/wiki/Australia,"Australia -25,133",Australia ," -25 , 133 "," -28.0 , 137.0","Australia -25,133","[(-25.0, 135.0), (-25.0, 135.0), (-25.0, 135.0), (-25.0, 135.0), (-25.0, 135.0), (-25.0, 135.0), (-25.0, 135.0), (-25.0, 135.0), (33.49553, 36.25098), (-25.0, 135.0), (-25.0, 135.0), (33.49553, 36.25098), (-25.0, 135.0), (-25.0, 135.0), (-25.0, 135.0), (-25.0, 135.0), (-25.0, 135.0), (-25.0, 135.0), (-25.0, 135.0), (-25.0, 135.0), (-25.0, 135.0), (-25.0, 135.0), (-25.0, 135.0)]",388.4241376349644
341,Colorado,Colorado,39,-105.5,https://en.wikipedia.org/wiki/Colorado,"Colorado 39,-105.5",Colorado ," 39 , -105.5 "," 39.0 , -105.5","Colorado 39,-105.5","[(39.00027, -105.50083), (39.00027, -105.50083), (39.00027, -105.50083), (39.00027, -105.50083)]",0.07775419843895452
342,Delaware,Delaware,39,-75.5,https://en.wikipedia.org/wiki/Delaware,"Delaware 39,-75.5",Delaware ," 39 , -75.5 "," 39.0 , -75.5","Delaware 39,-75.5","[(39.00039, -75.49992), (39.00039, -75.49992)]",0.04391365374939789
343,Idaho,Idaho,45,-114,https://en.wikipedia.org/wiki/Idaho,"Idaho 45,-114",Idaho ," 45 , -114 "," 45.0 , -114.0","Idaho 45,-114","[(44.5002, -114.25118), (44.5002, -114.25118), (44.5002, -114.25118)]",59.008884077907425
344,Maine,Maine,45.5,-69,https://en.wikipedia.org/wiki/Maine,"Maine 45.5,-69",Maine ," 45.5 , -69 "," 45.5 , -69.0","Maine 45.5,-69","[(45.50032, -69.24977)]",19.46645977973108
345,Montana,Montana,47,-110,https://en.wikipedia.org/wiki/Montana,"Montana 47,-110",Montana ," 47 , -110 "," 47.0 , -110.0","Montana 47,-110","[(47.00025, -109.75102), (47.00025, -109.75102)]",18.88133296843681
346,New Hampshire,New Hampshire,44,-71.5,https://en.wikipedia.org/wiki/New_Hampshire,"New Hampshire 44,-71.5",New Hampshire ," 44 , -71.5 "," 44.0 , -71.5","New Hampshire 44,-71.5","[(43.66702, -71.4998)]",37.025742453772665
347,West Virginia,West Virginia,39,-80.5,https://en.wikipedia.org/wiki/West_Virginia,"West Virginia 39,-80.5",West Virginia ," 39 , -80.5 "," 39.0 , -80.5","West Virginia 39,-80.5","[(38.50038, -80.50009), (38.50038, -80.50009), (38.50038, -80.50009)]",55.55528827849532
348,Boston,Boston,42.35,-71.06,https://en.wikipedia.org/wiki/Boston,"Boston 42.35,-71.06",Boston ," 42.35 , -71.06 "," 42.357777777778 , -71.061666666667","Boston 42.35,-71.06","[(42.35843, -71.05977)]",0.17189277595176952
349,Beijing,Beijing,39.91,116.38,https://en.wikipedia.org/wiki/Beijing,"Beijing 39.91,116.38",Beijing ," 39.91 , 116.38 "," 39.905 , 116.39138888889","Beijing 39.91,116.38","[(39.91691, 116.39706), (39.91691, 116.39706), (39.91691, 116.39706), (39.91691, 116.39706), (39.91691, 116.39706)]",1.4099012797505581
350,Vietnam,Vietnam,16.16,107.83,https://en.wikipedia.org/wiki/Vietnam,"Vietnam 16.16,107.83",Vietnam ," 16.16 , 107.83 "," 16.0 , 108.0","Vietnam 16.16,107.83","[(16.16667, 107.83333), (16.16667, 107.83333), (16.16667, 107.83333), (16.16667, 107.83333), (16.16667, 107.83333), (16.16667, 107.83333), (16.16667, 107.83333), (16.16667, 107.83333), (16.16667, 107.83333), (16.16667, 107.83333), (16.16667, 107.83333)]",25.701647588994565
351,Sydney,Sydney,-33.86,151.20,https://en.wikipedia.org/wiki/Sydney,"Sydney -33.86,151.20",Sydney ," -33.86 , 151.20 "," -33.866666666667 , 151.2","Sydney -33.86,151.20","[(-33.86785, 151.20732), (-33.86785, 151.20732), (-33.86785, 151.20732), (-33.86785, 151.20732), (-33.86785, 151.20732), (-33.86785, 151.20732), (-33.86785, 151.20732), (-33.86785, 151.20732)]",0.6885358066633269
352,New South Wales,New South Wales,-32.16,147.01,https://en.wikipedia.org/wiki/New_South_Wales,"New South Wales -32.16,147.01",New South Wales ," -32.16 , 147.01 "," -32.0 , 147.0","New South Wales -32.16,147.01","[(-33.0, 146.0), (-33.0, 146.0), (-33.0, 146.0), (-33.0, 146.0), (-33.0, 146.0)]",145.4601655424483
353,NSW,New South Wales,-32.16,147.01,https://en.wikipedia.org/wiki/New_South_Wales,"New South Wales -32.16,147.01",New South Wales ," -32.16 , 147.01 "," -32.0 , 147.0","New South Wales -32.16,147.01","[(-33.0, 146.0), (-33.0, 146.0), (-33.0, 146.0), (-33.0, 146.0), (-33.0, 146.0), (-33.0, 146.0), (-33.0, 146.0), (-33.0, 146.0), (-33.0, 146.0), (-33.0, 146.0), (-33.0, 146.0), (-33.0, 146.0), (-33.0, 146.0), (-33.0, 146.0)]",145.4601655424483
354,Eastern Creek,"Eastern Creek, New South Wales",-33.79,150.86,"https://en.wikipedia.org/wiki/Eastern_Creek,_New_South_Wales","Eastern Creek, New South Wales -33.79,150.86","Eastern Creek, New South Wales "," -33.79 , 150.86 "," -33.7946 , 150.862","Eastern Creek, New South Wales -33.79,150.86","[(-33.80628, 150.86121), (-33.80628, 150.86121), (-33.80628, 150.86121)]",1.300808350562143
355,Spotswood,"Spotswood, Victoria",-37.83,144.88,"https://en.wikipedia.org/wiki/Spotswood,_Victoria","Spotswood, Victoria -37.83,144.88","Spotswood, Victoria "," -37.83 , 144.88 "," -37.831 , 144.887","Spotswood, Victoria -37.83,144.88","[(-37.82975, 144.88516)]",0.2131509560568671
