,name,wikipedia_name,lat,lon,page,geovirus_key,toponym,old_coord,new_coord,mlg_key,geocoded_coordinates_list,median_error_distance
320,Harare,Harare,-17.86,31.02,https://en.wikipedia.org/wiki/Harare,"Harare -17.86,31.02",Harare ," -17.86 , 31.02 "," -17.829166666667 , 31.052222222222","Harare -17.86,31.02","[(-17.82772, 31.05337)]",0.201589889624503
321,Beitbridge,Beitbridge,-22.21,30,https://en.wikipedia.org/wiki/Beitbridge,"Beitbridge -22.21,30",Beitbridge ," -22.21 , 30 "," -22.216666666667 , 30.0","Beitbridge -22.21,30","[(-22.21667, 30.0)]",0.0003706502424685773
322,West Africa,West Africa,18.31,-4.83,https://en.wikipedia.org/wiki/West_Africa,"West Africa 18.31,-4.83",West Africa ," 18.31 , -4.83 "," 12.0 , 3.0","West Africa 18.31,-4.83","[(7.1881, 21.09375)]",2053.8502177607497
323,Burkina Faso,Burkina Faso,13,-2,https://en.wikipedia.org/wiki/Burkina_Faso,"Burkina Faso 13,-2",Burkina Faso ," 13 , -2 "," 12.266667 , -2.066667","Burkina Faso 13,-2","[(12.5, -1.66667), (12.5, -1.66667)]",50.60090318203186
324,Guinea,Guinea,11,-10,https://en.wikipedia.org/wiki/Guinea,"Guinea 11,-10",Guinea ," 11 , -10 "," 10.0 , -11.0","Guinea 11,-10","[(10.83333, -10.66667), (10.83333, -10.66667)]",99.5747767235016
325,Guinea-Bissau,Guinea-Bissau,12,-15,https://en.wikipedia.org/wiki/Guinea-Bissau,"Guinea-Bissau 12,-15",Guinea-Bissau ," 12 , -15 "," 12.0 , -15.0","Guinea-Bissau 12,-15","[(12.0, -15.0)]",0.0
326,Mauritania,Mauritania,20,-12,https://en.wikipedia.org/wiki/Mauritania,"Mauritania 20,-12",Mauritania ," 20 , -12 "," 21.0 , -11.0","Mauritania 20,-12","[(20.25, -10.5)]",98.29767085270963
327,Mali,Mali,17,-4,https://en.wikipedia.org/wiki/Mali,"Mali 17,-4",Mali ," 17 , -4 "," 17.0 , -4.0","Mali 17,-4","[(18.0, -2.0)]",239.47380639018468
328,Senegal,Senegal,14,-14,https://en.wikipedia.org/wiki/Senegal,"Senegal 14,-14",Senegal ," 14 , -14 "," 14.366667 , -14.283333","Senegal 14,-14","[(14.5, -14.25), (14.5, -14.25)]",15.25430733249397
329,Central Africa,Central Africa,-2.02,24.69,https://en.wikipedia.org/wiki/Central_Africa,"Central Africa -2.02,24.69",Central Africa ," -2.02 , 24.69 "," 4.38403 , 18.548646","Central Africa -2.02,24.69",[],
330,South Sudan,South Sudan,8,30,https://en.wikipedia.org/wiki/South_Sudan,"South Sudan 8,30",South Sudan ," 8 , 30 "," 7.0 , 30.0","South Sudan 8,30","[(7.5, 30.0), (7.5, 30.0), (7.5, 30.0), (7.5, 30.0), (7.5, 30.0)]",55.597541862095696
331,Juba,Juba,4.85,31.6,https://en.wikipedia.org/wiki/Juba,"Juba 4.85,31.6",Juba ," 4.85 , 31.6 "," 4.85 , 31.6","Juba 4.85,31.6","[(4.85165, 31.58247)]",1.9509144513601582
332,Pibor,Pibor,6.8,33.13,https://en.wikipedia.org/wiki/Pibor,"Pibor 6.8,33.13",Pibor ," 6.8 , 33.13 "," 6.8 , 33.133333333333","Pibor 6.8,33.13","[(6.79853, 33.13045)]",0.35786827008448946
333,Nepal,Nepal,28.16,84.25,https://en.wikipedia.org/wiki/Nepal,"Nepal 28.16,84.25",Nepal ," 28.16 , 84.25 "," 28.0 , 84.0","Nepal 28.16,84.25","[(28.0, 84.0)]",0.0
334,Bariyarpur,"Bariyarpur, Bara",26.98,85.05,"https://en.wikipedia.org/wiki/Bariyarpur,_Bara","Bariyarpur, Bara 26.98,85.05","Bariyarpur, Bara "," 26.98 , 85.05 "," 26.983333333333 , 85.05","Bariyarpur, Bara 26.98,85.05",[],
335,Ouagadougou,Ouagadougou,12.35,-1.53,https://en.wikipedia.org/wiki/Ouagadougou,"Ouagadougou 12.35,-1.53",Ouagadougou ," 12.35 , -1.53 "," 12.357222222222 , -1.5352777777778","Ouagadougou 12.35,-1.53","[(12.36566, -1.53388), (12.36566, -1.53388), (12.36566, -1.53388)]",0.9504437483150787
336,Benin,Benin,6.46,2.6,https://en.wikipedia.org/wiki/Benin,"Benin 6.46,2.6",Benin ," 6.46 , 2.6 "," 8.8333333333333 , 2.1833333333333","Benin 6.46,2.6","[(9.5, 2.25)]",74.49041918114888
337,Ghana,Ghana,7.81,-1.05,https://en.wikipedia.org/wiki/Ghana,"Ghana 7.81,-1.05",Ghana ," 7.81 , -1.05 "," 8.0 , -1.0","Ghana 7.81,-1.05","[(8.1, -1.2)]",24.668165505814894
338,Java,Java,-7.49,110.00,https://en.wikipedia.org/wiki/Java,"Java -7.49,110.00",Java ," -7.49 , 110.00 "," -7.4916666666667 , 110.00444444444","Java -7.49,110.00","[(-20.02861, 34.72806), (-20.02861, 34.72806)]",8190.197902373825
339,Pangandaran,Pangandaran,-7.72,108.49,https://en.wikipedia.org/wiki/Pangandaran,"Pangandaran -7.72,108.49",Pangandaran ," -7.72 , 108.49 "," -7.7202777777778 , 108.49","Pangandaran -7.72,108.49","[(-3.1635, 119.7799), (-3.1635, 119.7799)]",1348.2033621452633
340,Australia,Australia,-25,133,https://en.wikipedia.org/wiki/Australia,"Australia -25,133",Australia ," -25 , 133 "," -28.0 , 137.0","Australia -25,133","[(-25.0, 135.0), (-25.0, 135.0), (-25.0, 135.0), (-25.0, 135.0), (-25.0, 135.0), (-25.0, 135.0), (-25.0, 135.0), (-25.0, 135.0), (-25.0, 135.0), (-25.0, 135.0), (-25.0, 135.0), (-25.0, 135.0)]",388.4241376349644
341,Colorado,Colorado,39,-105.5,https://en.wikipedia.org/wiki/Colorado,"Colorado 39,-105.5",Colorado ," 39 , -105.5 "," 39.0 , -105.5","Colorado 39,-105.5","[(-22.83827, -51.98015)]",8844.34629164493
342,Delaware,Delaware,39,-75.5,https://en.wikipedia.org/wiki/Delaware,"Delaware 39,-75.5",Delaware ," 39 , -75.5 "," 39.0 , -75.5","Delaware 39,-75.5","[(39.00039, -75.49992)]",0.04391365374939789
343,Idaho,Idaho,45,-114,https://en.wikipedia.org/wiki/Idaho,"Idaho 45,-114",Idaho ," 45 , -114 "," 45.0 , -114.0","Idaho 45,-114","[(44.5002, -114.25118)]",59.008884077907425
344,Maine,Maine,45.5,-69,https://en.wikipedia.org/wiki/Maine,"Maine 45.5,-69",Maine ," 45.5 , -69 "," 45.5 , -69.0","Maine 45.5,-69","[(46.41218, -95.81727)]",2065.611111695109
345,Montana,Montana,47,-110,https://en.wikipedia.org/wiki/Montana,"Montana 47,-110",Montana ," 47 , -110 "," 47.0 , -110.0","Montana 47,-110","[(47.00025, -109.75102)]",18.88133296843681
346,New Hampshire,New Hampshire,44,-71.5,https://en.wikipedia.org/wiki/New_Hampshire,"New Hampshire 44,-71.5",New Hampshire ," 44 , -71.5 "," 44.0 , -71.5","New Hampshire 44,-71.5","[(43.66702, -71.4998)]",37.025742453772665
347,West Virginia,West Virginia,39,-80.5,https://en.wikipedia.org/wiki/West_Virginia,"West Virginia 39,-80.5",West Virginia ," 39 , -80.5 "," 39.0 , -80.5","West Virginia 39,-80.5","[(38.50038, -80.50009), (38.50038, -80.50009)]",55.55528827849532
348,Boston,Boston,42.35,-71.06,https://en.wikipedia.org/wiki/Boston,"Boston 42.35,-71.06",Boston ," 42.35 , -71.06 "," 42.357777777778 , -71.061666666667","Boston 42.35,-71.06","[(42.35843, -71.05977)]",0.17189277595176952
349,Beijing,Beijing,39.91,116.38,https://en.wikipedia.org/wiki/Beijing,"Beijing 39.91,116.38",Beijing ," 39.91 , 116.38 "," 39.905 , 116.39138888889","Beijing 39.91,116.38",[],
350,Vietnam,Vietnam,16.16,107.83,https://en.wikipedia.org/wiki/Vietnam,"Vietnam 16.16,107.83",Vietnam ," 16.16 , 107.83 "," 16.0 , 108.0","Vietnam 16.16,107.83","[(16.16667, 107.83333)]",25.701647588994565
351,Sydney,Sydney,-33.86,151.20,https://en.wikipedia.org/wiki/Sydney,"Sydney -33.86,151.20",Sydney ," -33.86 , 151.20 "," -33.866666666667 , 151.2","Sydney -33.86,151.20","[(-33.86785, 151.20732), (-33.86785, 151.20732), (-33.86785, 151.20732), (-33.86785, 151.20732)]",0.6885358066633269
352,New South Wales,New South Wales,-32.16,147.01,https://en.wikipedia.org/wiki/New_South_Wales,"New South Wales -32.16,147.01",New South Wales ," -32.16 , 147.01 "," -32.0 , 147.0","New South Wales -32.16,147.01","[(-33.0, 146.0), (-33.0, 146.0), (-33.0, 146.0)]",145.4601655424483
353,NSW,New South Wales,-32.16,147.01,https://en.wikipedia.org/wiki/New_South_Wales,"New South Wales -32.16,147.01",New South Wales ," -32.16 , 147.01 "," -32.0 , 147.0","New South Wales -32.16,147.01",[],
354,Eastern Creek,"Eastern Creek, New South Wales",-33.79,150.86,"https://en.wikipedia.org/wiki/Eastern_Creek,_New_South_Wales","Eastern Creek, New South Wales -33.79,150.86","Eastern Creek, New South Wales "," -33.79 , 150.86 "," -33.7946 , 150.862","Eastern Creek, New South Wales -33.79,150.86","[(-33.80628, 150.86121), (-33.80628, 150.86121), (-33.80628, 150.86121)]",1.300808350562143
355,Spotswood,"Spotswood, Victoria",-37.83,144.88,"https://en.wikipedia.org/wiki/Spotswood,_Victoria","Spotswood, Victoria -37.83,144.88","Spotswood, Victoria "," -37.83 , 144.88 "," -37.831 , 144.887","Spotswood, Victoria -37.83,144.88",[],
356,Victoria,Victoria (Australia),-37,144,https://en.wikipedia.org/wiki/Victoria_(Australia),"Victoria (Australia) -37,144",Victoria (Australia) ," -37 , 144 "," -37.0 , 144.0","Victoria (Australia) -37,144",[],
357,Centennial Park,"Centennial Park, New South Wales",-33.90,151.23,"https://en.wikipedia.org/wiki/Centennial_Park,_New_South_Wales","Centennial Park, New South Wales -33.90,151.23","Centennial Park, New South Wales "," -33.90 , 151.23 "," -33.9011 , 151.23","Centennial Park, New South Wales -33.90,151.23",[],
358,Cattai,"Cattai, New South Wales",-33.55,150.91,"https://en.wikipedia.org/wiki/Cattai,_New_South_Wales","Cattai, New South Wales -33.55,150.91","Cattai, New South Wales "," -33.55 , 150.91 "," -33.5561 , 150.912","Cattai, New South Wales -33.55,150.91","[(-33.54569, 150.91432)]",1.1773371638767962
359,Wilberforce,"Wilberforce, New South Wales",-33.55,150.84,"https://en.wikipedia.org/wiki/Wilberforce,_New_South_Wales","Wilberforce, New South Wales -33.55,150.84","Wilberforce, New South Wales "," -33.55 , 150.84 "," -33.5594 , 150.841","Wilberforce, New South Wales -33.55,150.84","[(-33.56256, 150.83784)]",0.45738168758014375
361,Parkes,"Parkes, New South Wales",-33.13,148.16,"https://en.wikipedia.org/wiki/Parkes,_New_South_Wales","Parkes, New South Wales -33.13,148.16","Parkes, New South Wales "," -33.13 , 148.16 "," -33.133333333333 , 148.16666666667","Parkes, New South Wales -33.13,148.16","[(-35.30177, 149.13041)]",256.8829089968206
362,Berry,"Berry, New South Wales",-34.77,150.69,"https://en.wikipedia.org/wiki/Berry,_New_South_Wales","Berry, New South Wales -34.77,150.69","Berry, New South Wales "," -34.77 , 150.69 "," -34.7753 , 150.694","Berry, New South Wales -34.77,150.69","[(-34.77507, 150.69436)]",0.04165589122727378
363,Wyong,"Wyong, New South Wales",-33.28,151.41,"https://en.wikipedia.org/wiki/Wyong,_New_South_Wales","Wyong, New South Wales -33.28,151.41","Wyong, New South Wales "," -33.28 , 151.41 "," -33.282 , 151.418","Wyong, New South Wales -33.28,151.41","[(-33.28254, 151.42327)]",0.4935472507075214
364,Warwick,"Warwick, Queensland",-28.21,152.01,"https://en.wikipedia.org/wiki/Warwick,_Queensland","Warwick, Queensland -28.21,152.01","Warwick, Queensland "," -28.21 , 152.01 "," -28.217222222222 , 152.03472222222","Warwick, Queensland -28.21,152.01","[(-28.21901, 152.03438)]",0.2016001542675806
365,Queensland,Queensland,-23,143,https://en.wikipedia.org/wiki/Queensland,"Queensland -23,143",Queensland ," -23 , 143 "," -20.0 , 143.0","Queensland -23,143","[(-20.0, 145.0)]",208.9771580510311
366,Brisbane,Brisbane,-27.46,153.03,https://en.wikipedia.org/wiki/Brisbane,"Brisbane -27.46,153.03",Brisbane ," -27.46 , 153.03 "," -27.467777777778 , 153.02777777778","Brisbane -27.46,153.03","[(-27.46794, 153.02809), (-27.46794, 153.02809), (-27.46794, 153.02809)]",0.035696752895188776
367,Randwick,"Randwick, New South Wales",-33.91,151.23,"https://en.wikipedia.org/wiki/Randwick,_New_South_Wales","Randwick, New South Wales -33.91,151.23","Randwick, New South Wales "," -33.91 , 151.23 "," -33.9164 , 151.237","Randwick, New South Wales -33.91,151.23","[(-33.91439, 151.24895)]",1.1251279077477396
368,Maitland,"Maitland, New South Wales",-32.71,151.55,"https://en.wikipedia.org/wiki/Maitland,_New_South_Wales","Maitland, New South Wales -32.71,151.55","Maitland, New South Wales "," -32.71 , 151.55 "," -32.732 , 151.551","Maitland, New South Wales -32.71,151.55","[(-32.73308, 151.5574), (-32.73308, 151.5574), (-32.73308, 151.5574)]",0.6105680846543229
369,Kansas,Kansas,38.5,-98,https://en.wikipedia.org/wiki/Kansas,"Kansas 38.5,-98",Kansas ," 38.5 , -98 "," 38.5 , -98.0","Kansas 38.5,-98","[(38.50029, -98.50063)]",43.56578426313285
370,Ohio,Ohio,40.5,-82.5,https://en.wikipedia.org/wiki/Ohio,"Ohio 40.5,-82.5",Ohio ," 40.5 , -82.5 "," 40.5 , -82.5","Ohio 40.5,-82.5","[(40.25034, -83.00018)]",50.65489253730201
371,South Korea,South Korea,36,128,https://en.wikipedia.org/wiki/South_Korea,"South Korea 36,128",South Korea ," 36 , 128 "," 36.0 , 128.0","South Korea 36,128","[(36.5, 127.75)]",59.94707951203611
372,Kitaakita,Kitaakita,40.22,140.37,https://en.wikipedia.org/wiki/Kitaakita,"Kitaakita 40.22,140.37",Kitaakita ," 40.22 , 140.37 "," 40.226111111111 , 140.37083333333","Kitaakita 40.22,140.37",[],
373,Akita Prefecture,Akita Prefecture,39.71,140.10,https://en.wikipedia.org/wiki/Akita_Prefecture,"Akita Prefecture 39.71,140.10",Akita Prefecture ," 39.71 , 140.10 "," 39.718611111111 , 140.1025","Akita Prefecture 39.71,140.10",[],
374,Queens,Queens,40.75,-73.86,https://en.wikipedia.org/wiki/Queens,"Queens 40.75,-73.86",Queens ," 40.75 , -73.86 "," 40.704166666667 , -73.917777777778","Queens 40.75,-73.86",[],
375,Sukoharjo,Sukoharjo Regency,-7.68,110.83,https://en.wikipedia.org/wiki/Sukoharjo_Regency,"Sukoharjo Regency -7.68,110.83",Sukoharjo Regency ," -7.68 , 110.83 "," -7.68333 , 110.83333","Sukoharjo Regency -7.68,110.83",[],
376,Central Java,Central Java,-7.5,110,https://en.wikipedia.org/wiki/Central_Java,"Central Java -7.5,110",Central Java ," -7.5 , 110 "," -7.5 , 110.0","Central Java -7.5,110",[],
377,West Java,West Java,-6.75,107.5,https://en.wikipedia.org/wiki/West_Java,"West Java -6.75,107.5",West Java ," -6.75 , 107.5 "," -6.75 , 107.5","West Java -6.75,107.5",[],
378,Yogyakarta,Yogyakarta,-7.80,110.36,https://en.wikipedia.org/wiki/Yogyakarta,"Yogyakarta -7.80,110.36",Yogyakarta ," -7.80 , 110.36 "," -7.8013888888889 , 110.36444444444","Yogyakarta -7.80,110.36",[],
379,Jiangsu,Jiangsu,32.9,119.8,https://en.wikipedia.org/wiki/Jiangsu,"Jiangsu 32.9,119.8",Jiangsu ," 32.9 , 119.8 "," 33.0 , 120.0","Jiangsu 32.9,119.8",[],
380,Khartoum,Khartoum,15.50,32.56,https://en.wikipedia.org/wiki/Khartoum,"Khartoum 15.50,32.56",Khartoum ," 15.50 , 32.56 "," 15.60308 , 32.52654","Khartoum 15.50,32.56",[],
382,Middle East,Middle East,33.13,35.85,https://en.wikipedia.org/wiki/Middle_East,"Middle East 33.13,35.85",Middle East ," 33.13 , 35.85 "," 28.0 , 45.0","Middle East 33.13,35.85",[],
383,Kabanjahe,Kabanjahe,3.1,98.5,https://en.wikipedia.org/wiki/Kabanjahe,"Kabanjahe 3.1,98.5",Kabanjahe ," 3.1 , 98.5 "," 3.1 , 98.5","Kabanjahe 3.1,98.5",[],
384,Atlanta,Atlanta,33.75,-84.39,https://en.wikipedia.org/wiki/Atlanta,"Atlanta 33.75,-84.39",Atlanta ," 33.75 , -84.39 "," 33.756944444444 , -84.390277777778","Atlanta 33.75,-84.39",[],
385,Rome,Rome,41.9,12.5,https://en.wikipedia.org/wiki/Rome,"Rome 41.9,12.5",Rome ," 41.9 , 12.5 "," 41.893055555556 , 12.482777777778","Rome 41.9,12.5",[],
386,Vatican,Vatican City,41.9,12.45,https://en.wikipedia.org/wiki/Vatican_City,"Vatican City 41.9,12.45",Vatican City ," 41.9 , 12.45 "," 41.904 , 12.453","Vatican City 41.9,12.45",[],
388,Laos,Laos,18,105,https://en.wikipedia.org/wiki/Laos,"Laos 18,105",Laos ," 18 , 105 "," 18.2 , 104.0","Laos 18,105",[],
389,Cambodia,Cambodia,13,105,https://en.wikipedia.org/wiki/Cambodia,"Cambodia 13,105",Cambodia ," 13 , 105 "," 12.6 , 105.0","Cambodia 13,105",[],
390,Thailand,Thailand,15.4,101.3,https://en.wikipedia.org/wiki/Thailand,"Thailand 15.4,101.3",Thailand ," 15.4 , 101.3 "," 14.0 , 101.0","Thailand 15.4,101.3",[],
391,Van,"Van, Turkey",38.49,43.38,"https://en.wikipedia.org/wiki/Van,_Turkey","Van, Turkey 38.49,43.38","Van, Turkey "," 38.49 , 43.38 "," 38.501944444444 , 43.416666666667","Van, Turkey 38.49,43.38",[],
392,Dogu Beyazit,Do%C4%9Fubayaz%C4%B1t,39.54,44.08,https://en.wikipedia.org/wiki/Do%C4%9Fubayaz%C4%B1t,"Do%C4%9Fubayaz%C4%B1t 39.54,44.08",Do%C4%9Fubayaz%C4%B1t ," 39.54 , 44.08 "," 39.55 , 44.083333333333","Do%C4%9Fubayaz%C4%B1t 39.54,44.08",[],
393,Burma,Myanmar,22,96,https://en.wikipedia.org/wiki/Myanmar,"Myanmar 22,96",Myanmar ," 22 , 96 "," 22.0 , 96.0","Myanmar 22,96",[],
394,Myanmar,Myanmar,22,96,https://en.wikipedia.org/wiki/Myanmar,"Myanmar 22,96",Myanmar ," 22 , 96 "," 22.0 , 96.0","Myanmar 22,96",[],
395,Armenia,Armenia,40,45,https://en.wikipedia.org/wiki/Armenia,"Armenia 40,45",Armenia ," 40 , 45 "," 40.383333 , 44.95","Armenia 40,45",[],
396,Azerbaijan,Azerbaijan,40.3,47.7,https://en.wikipedia.org/wiki/Azerbaijan,"Azerbaijan 40.3,47.7",Azerbaijan ," 40.3 , 47.7 "," 40.3 , 47.7","Azerbaijan 40.3,47.7",[],
397,Georgia,Georgia (country),42,43.5,https://en.wikipedia.org/wiki/Georgia_(country),"Georgia (country) 42,43.5",Georgia (country) ," 42 , 43.5 "," 42.016669444444 , 43.733330555556","Georgia (country) 42,43.5","[(41.99998, 43.4999), (41.99998, 43.4999), (41.99998, 43.4999), (41.99998, 43.4999), (41.99998, 43.4999), (41.99998, 43.4999)]",19.375859107239883
398,Syria,Syria,35,38,https://en.wikipedia.org/wiki/Syria,"Syria 35,38",Syria ," 35 , 38 "," 35.216667 , 38.583333","Syria 35,38",[],
399,Rogaland,Rogaland,59,6,https://en.wikipedia.org/wiki/Rogaland,"Rogaland 59,6",Rogaland ," 59 , 6 "," 58.97 , 5.71","Rogaland 59,6",[],
400,Vestfold,Vestfold,59.26,10.41,https://en.wikipedia.org/wiki/Vestfold,"Vestfold 59.26,10.41",Vestfold ," 59.26 , 10.41 "," 59.31 , 10.22","Vestfold 59.26,10.41",[],
401,Buskerud,Buskerud,60.5,9.5,https://en.wikipedia.org/wiki/Buskerud,"Buskerud 60.5,9.5",Buskerud ," 60.5 , 9.5 "," 60.5 , 9.5","Buskerud 60.5,9.5",[],
402,Telemark,Telemark,59.33,8.5,https://en.wikipedia.org/wiki/Telemark,"Telemark 59.33,8.5",Telemark ," 59.33 , 8.5 "," 59.333333333333 , 8.5","Telemark 59.33,8.5",[],
403,Østfold,%C3%98stfold,59.33,11.33,https://en.wikipedia.org/wiki/%C3%98stfold,"%C3%98stfold 59.33,11.33",%C3%98stfold ," 59.33 , 11.33 "," 59.333333333333 , 11.333333333333","%C3%98stfold 59.33,11.33",[],
404,Akershus,Akershus,60,11,https://en.wikipedia.org/wiki/Akershus,"Akershus 60,11",Akershus ," 60 , 11 "," 60.0 , 11.0","Akershus 60,11",[],
405,Oslo,Oslo,59.95,10.75,https://en.wikipedia.org/wiki/Oslo,"Oslo 59.95,10.75",Oslo ," 59.95 , 10.75 "," 59.911111111111 , 10.752777777778","Oslo 59.95,10.75",[],
406,Hedmark,Hedmark,60.83,11.66,https://en.wikipedia.org/wiki/Hedmark,"Hedmark 60.83,11.66",Hedmark ," 60.83 , 11.66 "," 60.833333333333 , 11.666666666667","Hedmark 60.83,11.66",[],
407,Oppland,Oppland,61.11,10.46,https://en.wikipedia.org/wiki/Oppland,"Oppland 61.11,10.46",Oppland ," 61.11 , 10.46 "," 61.41 , 9.34","Oppland 61.11,10.46",[],
408,Vest-Agder,Vest-Agder,58.58,7.58,https://en.wikipedia.org/wiki/Vest-Agder,"Vest-Agder 58.58,7.58",Vest-Agder ," 58.58 , 7.58 "," 58.583055555556 , 7.5830555555556","Vest-Agder 58.58,7.58",[],
409,Aust-Agder,Aust-Agder,58.56,8.56,https://en.wikipedia.org/wiki/Aust-Agder,"Aust-Agder 58.56,8.56",Aust-Agder ," 58.56 , 8.56 "," 58.566666666667 , 8.5666666666667","Aust-Agder 58.56,8.56",[],
410,Orneta,Orneta,54.11,20.13,https://en.wikipedia.org/wiki/Orneta,"Orneta 54.11,20.13",Orneta ," 54.11 , 20.13 "," 54.11483 , 20.13328","Orneta 54.11,20.13",[],
411,Bieżuń,Bie%C5%BCu%C5%84,52.95,19.88,https://en.wikipedia.org/wiki/Bie%C5%BCu%C5%84,"Bie%C5%BCu%C5%84 52.95,19.88",Bie%C5%BCu%C5%84 ," 52.95 , 19.88 "," 52.96107 , 19.88976","Bie%C5%BCu%C5%84 52.95,19.88",[],
412,Wichita,"Wichita, Kansas",37.68,-97.33,"https://en.wikipedia.org/wiki/Wichita,_Kansas","Wichita, Kansas 37.68,-97.33","Wichita, Kansas "," 37.68 , -97.33 "," 37.688888888889 , -97.336111111111","Wichita, Kansas 37.68,-97.33",[],
413,Hebei,Hebei,39.3,116.7,https://en.wikipedia.org/wiki/Hebei,"Hebei 39.3,116.7",Hebei ," 39.3 , 116.7 "," 38.042222222222 , 114.50861111111","Hebei 39.3,116.7",[],
414,Hubei,Hubei,31.2,112.3,https://en.wikipedia.org/wiki/Hubei,"Hubei 31.2,112.3",Hubei ," 31.2 , 112.3 "," 31.2 , 112.3","Hubei 31.2,112.3",[],
415,Fuyang,Fuyang,32.9,115.81,https://en.wikipedia.org/wiki/Fuyang,"Fuyang 32.9,115.81",Fuyang ," 32.9 , 115.81 "," 32.93718 , 115.70778","Fuyang 32.9,115.81",[],
416,Guangdong,Guangdong,23.4,113.5,https://en.wikipedia.org/wiki/Guangdong,"Guangdong 23.4,113.5",Guangdong ," 23.4 , 113.5 "," 23.4 , 113.5","Guangdong 23.4,113.5",[],
417,Guangxi,Guangxi,23.6,108.3,https://en.wikipedia.org/wiki/Guangxi,"Guangxi 23.6,108.3",Guangxi ," 23.6 , 108.3 "," 23.6 , 108.3","Guangxi 23.6,108.3",[],
418,Hainan,Hainan,19.2,109.7,https://en.wikipedia.org/wiki/Hainan,"Hainan 19.2,109.7",Hainan ," 19.2 , 109.7 "," 20.03342 , 110.32398","Hainan 19.2,109.7",[],
419,Zhejiang,Zhejiang,29.2,120.5,https://en.wikipedia.org/wiki/Zhejiang,"Zhejiang 29.2,120.5",Zhejiang ," 29.2 , 120.5 "," 30.266666666667 , 120.15","Zhejiang 29.2,120.5",[],
420,Warab,Warrap (state),8,28.85,https://en.wikipedia.org/wiki/Warrap_(state),"Warrap (state) 8,28.85",Warrap (state) ," 8 , 28.85 "," 8.38806 , 28.25111","Warrap (state) 8,28.85",[],
421,Darfur,Darfur,13,25,https://en.wikipedia.org/wiki/Darfur,"Darfur 13,25",Darfur ," 13 , 25 "," 13.0 , 25.0","Darfur 13,25",[],
423,Al-Fashir,Al-Fashir,13.63,25.35,https://en.wikipedia.org/wiki/Al-Fashir,"Al-Fashir 13.63,25.35",Al-Fashir ," 13.63 , 25.35 "," 13.626983333333 , 25.349583333333","Al-Fashir 13.63,25.35",[],
424,Malakal,Malakal,9.55,31.65,https://en.wikipedia.org/wiki/Malakal,"Malakal 9.55,31.65",Malakal ," 9.55 , 31.65 "," 9.5333333333333 , 31.65","Malakal 9.55,31.65",[],
425,Nyala,"Nyala, Sudan",12.05,24.88,"https://en.wikipedia.org/wiki/Nyala,_Sudan","Nyala, Sudan 12.05,24.88","Nyala, Sudan "," 12.05 , 24.88 "," 12.05 , 24.883333333333","Nyala, Sudan 12.05,24.88",[],
426,South Darfur,South Darfur,11.51,25.03,https://en.wikipedia.org/wiki/South_Darfur,"South Darfur 11.51,25.03",South Darfur ," 11.51 , 25.03 "," 11.516666666667 , 25.033333333333","South Darfur 11.51,25.03",[],
427,Pailin,Pailin Province,12.85,102.60,https://en.wikipedia.org/wiki/Pailin_Province,"Pailin Province 12.85,102.60",Pailin Province ," 12.85 , 102.60 "," 12.855278 , 102.608611","Pailin Province 12.85,102.60",[],
428,Attapeu,Attapeu,14.8,106.83,https://en.wikipedia.org/wiki/Attapeu,"Attapeu 14.8,106.83",Attapeu ," 14.8 , 106.83 "," 14.8 , 106.83333333333","Attapeu 14.8,106.83",[],
429,Binh Phuoc,B%C3%ACnh Ph%C6%B0%E1%BB%9Bc Province,11.75,106.91,https://en.wikipedia.org/wiki/B%C3%ACnh_Ph%C6%B0%E1%BB%9Bc_Province,"B%C3%ACnh Ph%C6%B0%E1%BB%9Bc Province 11.75,106.91",B%C3%ACnh Ph%C6%B0%E1%BB%9Bc Province ," 11.75 , 106.91 "," 11.75 , 106.91666666667","B%C3%ACnh Ph%C6%B0%E1%BB%9Bc Province 11.75,106.91",[],
431,Kinshasa,Kinshasa,-4.32,15.32,https://en.wikipedia.org/wiki/Kinshasa,"Kinshasa -4.32,15.32",Kinshasa ," -4.32 , 15.32 "," -4.3316666666667 , 15.313888888889","Kinshasa -4.32,15.32",[],
432,Léopoldville,Kinshasa,-4.32,15.32,https://en.wikipedia.org/wiki/Kinshasa,"Kinshasa -4.32,15.32",Kinshasa ," -4.32 , 15.32 "," -4.3316666666667 , 15.313888888889","Kinshasa -4.32,15.32",[],
433,Dar es Salaam,Dar es Salaam,-6.8,39.28,https://en.wikipedia.org/wiki/Dar_es_Salaam,"Dar es Salaam -6.8,39.28",Dar es Salaam ," -6.8 , 39.28 "," -6.8 , 39.283333333333","Dar es Salaam -6.8,39.28",[],
434,Tanzania,Tanzania,-6.30,34.85,https://en.wikipedia.org/wiki/Tanzania,"Tanzania -6.30,34.85",Tanzania ," -6.30 , 34.85 "," -6.307 , 34.854","Tanzania -6.30,34.85",[],
435,Zanzibar,Zanzibar,-6.13,39.31,https://en.wikipedia.org/wiki/Zanzibar,"Zanzibar -6.13,39.31",Zanzibar ," -6.13 , 39.31 "," -6.1333333333333 , 39.316666666667","Zanzibar -6.13,39.31",[],
436,Bangladesh,Bangladesh,23.8,90.3,https://en.wikipedia.org/wiki/Bangladesh,"Bangladesh 23.8,90.3",Bangladesh ," 23.8 , 90.3 "," 24.016667 , 89.866667","Bangladesh 23.8,90.3",[],
